id_inmueble,precio,planta,int/ext,nº hab,m2,ascensor,garage,barrio,id_barrio,distrito,id_distrito
0,340000,1,EXTERIOR,2,67.0,False,False,EMBAJADORES,12,CENTRO,1
1,245000,0,INTERIOR,2,90.0,True,False,CORTES,13,CENTRO,1
2,850000,2,EXTERIOR,2,180.0,False,False,PALACIO,11,CENTRO,1
3,850000,1,EXTERIOR,2,110.0,True,False,JUSTICIA,14,CENTRO,1
4,950000,1,EXTERIOR,3,180.0,True,False,CORTES,13,CENTRO,1
5,565000,1,EXTERIOR,3,110.0,False,False,UNIVERSIDAD,14,CENTRO,1
6,410000,4,INTERIOR,2,58.0,True,False,PALACIO,11,CENTRO,1
7,1145000,1,EXTERIOR,2,234.0,True,False,JUSTICIA,14,CENTRO,1
8,950000,1,EXTERIOR,3,178.0,False,False,CORTES,13,CENTRO,1
9,239000,1,INTERIOR,1,40.0,True,False,SOL,16,CENTRO,1
10,405000,1,EXTERIOR,2,80.0,False,False,CORTES,13,CENTRO,1
11,245000,2,EXTERIOR,1,41.0,False,False,CORTES,13,CENTRO,1
12,285000,0,INTERIOR,1,55.0,True,False,JUSTICIA,14,CENTRO,1
13,399000,6,EXTERIOR,3,55.0,True,False,SOL,16,CENTRO,1
14,550000,0,EXTERIOR,2,119.0,False,False,EMBAJADORES,12,CENTRO,1
15,365000,3,INTERIOR,2,54.0,False,False,JUSTICIA,14,CENTRO,1
16,760000,1,EXTERIOR,4,119.0,True,False,UNIVERSIDAD,14,CENTRO,1
17,850000,2,EXTERIOR,3,136.0,True,False,PALACIO,11,CENTRO,1
18,285000,3,EXTERIOR,1,40.0,True,False,SOL,16,CENTRO,1
19,415000,1,EXTERIOR,1,89.0,False,False,UNIVERSIDAD,14,CENTRO,1
20,575000,2,EXTERIOR,3,104.0,True,False,UNIVERSIDAD,14,CENTRO,1
21,185000,4,INTERIOR,1,45.0,False,False,SOL,16,CENTRO,1
22,640000,1,EXTERIOR,3,141.0,False,True,UNIVERSIDAD,14,CENTRO,1
23,675000,3,EXTERIOR,1,121.0,True,False,UNIVERSIDAD,14,CENTRO,1
24,695000,2,EXTERIOR,2,122.0,True,False,SOL,16,CENTRO,1
25,1090000,5,EXTERIOR,4,192.0,True,False,UNIVERSIDAD,14,CENTRO,1
26,800000,2,EXTERIOR,2,86.0,True,False,JUSTICIA,14,CENTRO,1
27,950000,1,EXTERIOR,3,180.0,True,False,UNIVERSIDAD,14,CENTRO,1
28,945000,1,EXTERIOR,4,178.0,True,False,PALACIO,11,CENTRO,1
29,850000,2,EXTERIOR,4,136.0,True,False,PALACIO,11,CENTRO,1
30,365000,3,EXTERIOR,2,59.0,True,False,SOL,16,CENTRO,1
31,535000,3,EXTERIOR,2,102.0,False,False,UNIVERSIDAD,14,CENTRO,1
32,2250000,4,EXTERIOR,3,265.0,True,False,JUSTICIA,14,CENTRO,1
33,1880000,3,EXTERIOR,3,195.0,True,False,JUSTICIA,14,CENTRO,1
34,550000,2,EXTERIOR,3,104.0,True,False,UNIVERSIDAD,14,CENTRO,1
35,655000,2,EXTERIOR,2,89.0,True,False,UNIVERSIDAD,14,CENTRO,1
36,1370000,0,EXTERIOR,4,222.0,True,False,PALACIO,11,CENTRO,1
37,670000,0,EXTERIOR,3,128.0,True,False,JUSTICIA,14,CENTRO,1
38,875000,1,EXTERIOR,2,86.0,True,True,JUSTICIA,14,CENTRO,1
39,1800000,1,EXTERIOR,3,221.0,True,False,PALACIO,11,CENTRO,1
40,320000,0,EXTERIOR,2,79.0,True,False,UNIVERSIDAD,14,CENTRO,1
41,410000,4,EXTERIOR,2,95.0,False,False,PALACIO,11,CENTRO,1
42,459000,4,EXTERIOR,2,52.0,False,False,UNIVERSIDAD,14,CENTRO,1
43,680000,6,EXTERIOR,2,67.0,True,True,UNIVERSIDAD,14,CENTRO,1
44,290000,3,EXTERIOR,2,57.0,False,False,PALACIO,11,CENTRO,1
45,1250000,3,EXTERIOR,4,308.0,True,False,PALACIO,11,CENTRO,1
46,425000,4,EXTERIOR,2,101.0,False,False,SOL,16,CENTRO,1
47,598000,4,EXTERIOR,2,185.0,False,False,JUSTICIA,14,CENTRO,1
48,224000,2,INTERIOR,2,49.0,True,False,UNIVERSIDAD,14,CENTRO,1
49,399000,2,EXTERIOR,3,96.0,True,False,EMBAJADORES,12,CENTRO,1
50,2300000,2,EXTERIOR,4,229.0,True,False,JUSTICIA,14,CENTRO,1
51,665000,1,EXTERIOR,4,166.0,True,False,EMBAJADORES,12,CENTRO,1
52,1590000,2,EXTERIOR,2,152.0,True,False,JUSTICIA,14,CENTRO,1
53,780000,4,INTERIOR,3,94.0,False,False,JUSTICIA,14,CENTRO,1
54,695000,4,EXTERIOR,4,131.0,True,False,SOL,16,CENTRO,1
55,490000,6,EXTERIOR,2,91.0,True,False,SOL,16,CENTRO,1
56,1050000,3,EXTERIOR,5,220.0,True,False,UNIVERSIDAD,14,CENTRO,1
57,675000,3,EXTERIOR,1,121.0,True,False,UNIVERSIDAD,14,CENTRO,1
58,1800000,1,EXTERIOR,4,380.0,True,True,CORTES,13,CENTRO,1
59,890000,1,EXTERIOR,4,160.0,True,False,JUSTICIA,14,CENTRO,1
60,270000,1,INTERIOR,1,52.0,True,False,CORTES,13,CENTRO,1
61,1080000,1,EXTERIOR,2,181.0,True,False,PALACIO,11,CENTRO,1
62,920000,2,EXTERIOR,2,162.0,False,False,CORTES,13,CENTRO,1
63,930000,1,EXTERIOR,3,152.0,True,True,JUSTICIA,14,CENTRO,1
64,575000,2,EXTERIOR,3,104.0,False,False,UNIVERSIDAD,14,CENTRO,1
65,950000,1,EXTERIOR,3,160.0,True,False,CORTES,13,CENTRO,1
66,399000,3,INTERIOR,3,92.0,True,False,PALACIO,11,CENTRO,1
67,675000,2,EXTERIOR,5,130.0,True,False,JUSTICIA,14,CENTRO,1
68,345000,2,EXTERIOR,3,77.0,True,False,PALACIO,11,CENTRO,1
69,149900,4,INTERIOR,1,20.0,True,False,UNIVERSIDAD,14,CENTRO,1
70,450000,1,EXTERIOR,2,63.0,True,False,CORTES,13,CENTRO,1
71,2500000,3,EXTERIOR,17,400.0,False,False,SOL,16,CENTRO,1
72,134000,3,INTERIOR,1,27.0,False,False,EMBAJADORES,12,CENTRO,1
73,727000,2,EXTERIOR,2,99.0,True,False,EMBAJADORES,12,CENTRO,1
74,950000,2,EXTERIOR,2,162.0,False,False,SOL,16,CENTRO,1
75,567000,2,EXTERIOR,3,140.0,False,False,PALACIO,11,CENTRO,1
76,415000,1,EXTERIOR,4,95.0,False,False,PALACIO,11,CENTRO,1
77,285000,4,INTERIOR,3,77.0,False,False,UNIVERSIDAD,14,CENTRO,1
78,479700,5,INTERIOR,2,76.0,True,False,PALACIO,11,CENTRO,1
79,165000,4,EXTERIOR,1,33.0,False,False,UNIVERSIDAD,14,CENTRO,1
80,499000,2,EXTERIOR,6,178.0,False,False,UNIVERSIDAD,14,CENTRO,1
81,425000,4,EXTERIOR,1,79.0,False,False,JUSTICIA,14,CENTRO,1
82,725000,0,EXTERIOR,8,158.0,True,False,JUSTICIA,14,CENTRO,1
83,790000,1,EXTERIOR,6,187.0,True,False,UNIVERSIDAD,14,CENTRO,1
84,859000,2,EXTERIOR,5,159.0,True,False,UNIVERSIDAD,14,CENTRO,1
85,399000,3,INTERIOR,3,92.0,True,False,PALACIO,11,CENTRO,1
86,349900,1,INTERIOR,3,88.0,True,False,PALACIO,11,CENTRO,1
87,560000,1,EXTERIOR,5,103.0,True,False,PALACIO,11,CENTRO,1
88,214300,0,INTERIOR,1,37.0,False,False,JUSTICIA,14,CENTRO,1
89,450900,2,EXTERIOR,1,65.0,True,False,SOL,16,CENTRO,1
90,164000,4,INTERIOR,2,41.0,True,False,EMBAJADORES,12,CENTRO,1
91,235000,1,INTERIOR,1,37.0,True,False,JUSTICIA,14,CENTRO,1
92,145000,3,EXTERIOR,1,25.0,False,False,UNIVERSIDAD,14,CENTRO,1
93,425000,5,EXTERIOR,2,49.0,True,False,SOL,16,CENTRO,1
94,790000,2,EXTERIOR,2,125.0,True,False,JUSTICIA,14,CENTRO,1
95,1390000,9,EXTERIOR,2,120.0,True,True,UNIVERSIDAD,14,CENTRO,1
96,475000,1,EXTERIOR,4,123.0,False,False,EMBAJADORES,12,CENTRO,1
97,1430000,3,EXTERIOR,5,210.0,True,False,SOL,16,CENTRO,1
98,399500,3,EXTERIOR,3,93.0,True,False,EMBAJADORES,12,CENTRO,1
99,545000,1,EXTERIOR,4,140.0,True,False,EMBAJADORES,12,CENTRO,1
100,429000,6,EXTERIOR,3,69.0,True,False,PALACIO,11,CENTRO,1
101,417700,2,INTERIOR,2,81.0,True,False,PALACIO,11,CENTRO,1
102,790000,1,EXTERIOR,2,153.0,False,False,PALACIO,11,CENTRO,1
103,1090000,3,EXTERIOR,3,209.0,True,False,PALACIO,11,CENTRO,1
104,214000,2,EXTERIOR,1,40.0,False,False,EMBAJADORES,12,CENTRO,1
105,845000,1,EXTERIOR,5,157.0,True,False,UNIVERSIDAD,14,CENTRO,1
106,859000,2,EXTERIOR,5,159.0,True,False,UNIVERSIDAD,14,CENTRO,1
107,485000,3,EXTERIOR,1,78.0,True,False,UNIVERSIDAD,14,CENTRO,1
108,485000,4,EXTERIOR,3,99.0,False,False,UNIVERSIDAD,14,CENTRO,1
109,727000,2,EXTERIOR,2,99.0,True,False,EMBAJADORES,12,CENTRO,1
110,750000,2,EXTERIOR,4,196.0,True,False,SOL,16,CENTRO,1
111,700000,5,EXTERIOR,4,147.0,True,False,SOL,16,CENTRO,1
112,358900,4,EXTERIOR,2,58.0,True,False,JUSTICIA,14,CENTRO,1
113,480000,2,EXTERIOR,1,63.0,True,False,CORTES,13,CENTRO,1
114,1080000,1,EXTERIOR,2,212.0,True,False,PALACIO,11,CENTRO,1
115,2200000,5,EXTERIOR,4,235.0,True,False,CORTES,13,CENTRO,1
116,350000,2,EXTERIOR,1,75.0,True,False,EMBAJADORES,12,CENTRO,1
117,349000,1,EXTERIOR,2,76.0,True,False,EMBAJADORES,12,CENTRO,1
118,620000,2,INTERIOR,2,109.0,True,False,PALACIO,11,CENTRO,1
119,1300000,3,EXTERIOR,6,200.0,True,False,CORTES,13,CENTRO,1
120,190000,1,INTERIOR,1,31.0,False,False,JUSTICIA,14,CENTRO,1
121,165000,1,INTERIOR,1,30.0,True,False,EMBAJADORES,12,CENTRO,1
122,630000,3,EXTERIOR,2,100.0,True,False,UNIVERSIDAD,14,CENTRO,1
123,411000,6,EXTERIOR,3,53.0,True,False,SOL,16,CENTRO,1
124,409000,1,EXTERIOR,2,74.0,True,False,CORTES,13,CENTRO,1
125,1316000,2,EXTERIOR,5,321.0,True,False,JUSTICIA,14,CENTRO,1
126,550000,1,EXTERIOR,4,90.0,True,False,JUSTICIA,14,CENTRO,1
127,899000,2,EXTERIOR,5,167.0,True,False,CORTES,13,CENTRO,1
128,370000,0,EXTERIOR,3,119.0,False,False,UNIVERSIDAD,14,CENTRO,1
129,1800000,5,EXTERIOR,2,258.0,True,False,JUSTICIA,14,CENTRO,1
130,165000,5,INTERIOR,2,37.0,False,False,PALACIO,11,CENTRO,1
131,325000,2,INTERIOR,2,72.0,True,False,EMBAJADORES,12,CENTRO,1
132,201500,0,EXTERIOR,1,37.0,False,False,JUSTICIA,14,CENTRO,1
133,850000,2,EXTERIOR,2,180.0,True,False,PALACIO,11,CENTRO,1
134,399000,2,INTERIOR,2,65.0,True,False,PALACIO,11,CENTRO,1
135,1665000,4,EXTERIOR,2,172.0,True,False,JUSTICIA,14,CENTRO,1
136,599000,4,INTERIOR,3,109.0,True,False,PALACIO,11,CENTRO,1
137,210000,5,INTERIOR,2,50.0,True,False,EMBAJADORES,12,CENTRO,1
138,269000,2,EXTERIOR,1,46.0,False,False,PALACIO,11,CENTRO,1
139,880000,3,EXTERIOR,3,180.0,True,False,UNIVERSIDAD,14,CENTRO,1
140,785000,2,EXTERIOR,4,156.0,True,False,CORTES,13,CENTRO,1
141,315000,1,EXTERIOR,1,42.0,True,False,JUSTICIA,14,CENTRO,1
142,529000,5,EXTERIOR,3,119.0,True,True,CORTES,13,CENTRO,1
143,240000,0,EXTERIOR,1,52.0,False,False,EMBAJADORES,12,CENTRO,1
144,746900,1,EXTERIOR,3,183.0,True,False,PALACIO,11,CENTRO,1
145,760000,2,EXTERIOR,2,77.0,False,False,SOL,16,CENTRO,1
146,1399000,1,EXTERIOR,13,367.0,True,False,EMBAJADORES,12,CENTRO,1
147,299900,2,EXTERIOR,2,53.0,False,False,JUSTICIA,14,CENTRO,1
148,2400000,5,EXTERIOR,4,260.0,True,False,CORTES,13,CENTRO,1
149,640000,1,EXTERIOR,3,141.0,False,True,UNIVERSIDAD,14,CENTRO,1
150,870000,1,EXTERIOR,1,123.0,True,False,UNIVERSIDAD,14,CENTRO,1
151,157000,3,INTERIOR,1,41.0,False,False,PALACIO,11,CENTRO,1
152,131000,3,INTERIOR,1,27.0,False,False,EMBAJADORES,12,CENTRO,1
153,769000,3,EXTERIOR,2,135.0,True,False,EMBAJADORES,12,CENTRO,1
154,99000,3,INTERIOR,1,20.0,True,False,EMBAJADORES,12,CENTRO,1
155,2200000,2,EXTERIOR,3,222.0,True,False,CORTES,13,CENTRO,1
156,550000,5,EXTERIOR,3,85.0,True,False,EMBAJADORES,12,CENTRO,1
157,235000,3,INTERIOR,1,48.0,False,False,CORTES,13,CENTRO,1
158,160000,3,INTERIOR,1,38.0,False,False,EMBAJADORES,12,CENTRO,1
159,1099000,3,EXTERIOR,4,200.0,True,False,PALACIO,11,CENTRO,1
160,1150000,2,EXTERIOR,3,222.0,True,False,JUSTICIA,14,CENTRO,1
161,1150000,2,EXTERIOR,4,173.0,True,False,PALACIO,11,CENTRO,1
162,2500000,6,EXTERIOR,7,324.0,True,False,SOL,16,CENTRO,1
163,400000,4,EXTERIOR,2,101.0,False,False,SOL,16,CENTRO,1
164,1390000,9,EXTERIOR,2,152.0,True,True,UNIVERSIDAD,14,CENTRO,1
165,995000,4,EXTERIOR,2,112.0,True,False,JUSTICIA,14,CENTRO,1
166,479000,3,EXTERIOR,4,121.0,False,False,EMBAJADORES,12,CENTRO,1
167,930000,2,EXTERIOR,2,157.0,True,False,PALACIO,11,CENTRO,1
168,1175000,1,EXTERIOR,8,259.0,True,False,PALACIO,11,CENTRO,1
169,139000,3,EXTERIOR,2,35.0,True,False,EMBAJADORES,12,CENTRO,1
170,339000,4,EXTERIOR,3,74.0,False,False,EMBAJADORES,12,CENTRO,1
171,1080000,3,EXTERIOR,2,126.0,True,False,CORTES,13,CENTRO,1
172,875000,3,EXTERIOR,2,99.0,True,False,CORTES,13,CENTRO,1
173,489900,1,EXTERIOR,4,115.0,False,False,SOL,16,CENTRO,1
174,425000,5,EXTERIOR,2,49.0,True,False,SOL,16,CENTRO,1
175,2750000,6,EXTERIOR,6,424.0,True,False,SOL,16,CENTRO,1
176,968198,3,EXTERIOR,2,125.0,True,False,UNIVERSIDAD,14,CENTRO,1
177,250000,2,INTERIOR,1,59.0,False,False,UNIVERSIDAD,14,CENTRO,1
178,859000,1,EXTERIOR,5,166.0,True,False,UNIVERSIDAD,14,CENTRO,1
179,459000,4,EXTERIOR,2,52.0,True,False,UNIVERSIDAD,14,CENTRO,1
180,949000,1,EXTERIOR,5,184.0,True,False,JUSTICIA,14,CENTRO,1
181,310000,1,EXTERIOR,1,48.0,True,False,UNIVERSIDAD,14,CENTRO,1
182,1495000,2,EXTERIOR,5,270.0,True,False,JUSTICIA,14,CENTRO,1
183,830000,1,EXTERIOR,2,156.0,True,False,PALACIO,11,CENTRO,1
184,459000,4,EXTERIOR,2,49.0,True,False,UNIVERSIDAD,14,CENTRO,1
185,630000,3,INTERIOR,3,139.0,False,False,CORTES,13,CENTRO,1
186,345000,2,EXTERIOR,3,77.0,True,False,PALACIO,11,CENTRO,1
187,859000,4,EXTERIOR,3,115.0,True,False,UNIVERSIDAD,14,CENTRO,1
188,1080000,1,EXTERIOR,2,212.0,True,False,PALACIO,11,CENTRO,1
189,950000,1,EXTERIOR,3,216.0,True,False,PALACIO,11,CENTRO,1
190,940000,1,EXTERIOR,2,140.0,True,False,PALACIO,11,CENTRO,1
191,318000,0,INTERIOR,2,67.0,True,False,UNIVERSIDAD,14,CENTRO,1
192,264000,1,EXTERIOR,1,45.0,True,False,UNIVERSIDAD,14,CENTRO,1
193,1280000,1,EXTERIOR,5,296.0,True,False,PALACIO,11,CENTRO,1
194,1550000,1,EXTERIOR,2,122.0,True,False,JUSTICIA,14,CENTRO,1
195,290000,4,EXTERIOR,3,60.0,False,False,UNIVERSIDAD,14,CENTRO,1
196,415000,1,EXTERIOR,2,89.0,False,False,UNIVERSIDAD,14,CENTRO,1
197,859000,2,EXTERIOR,5,159.0,True,False,UNIVERSIDAD,14,CENTRO,1
198,1390000,9,EXTERIOR,2,137.0,True,True,UNIVERSIDAD,14,CENTRO,1
199,225000,1,INTERIOR,1,30.0,True,False,CORTES,13,CENTRO,1
200,1700000,2,EXTERIOR,4,232.0,True,False,CORTES,13,CENTRO,1
201,1150000,2,EXTERIOR,3,205.0,True,False,JUSTICIA,14,CENTRO,1
202,570000,3,EXTERIOR,2,110.0,True,False,PALACIO,11,CENTRO,1
203,160000,1,EXTERIOR,1,38.0,False,False,UNIVERSIDAD,14,CENTRO,1
204,2000000,2,EXTERIOR,4,393.0,True,True,PALACIO,11,CENTRO,1
205,500000,4,EXTERIOR,2,86.0,False,False,PALACIO,11,CENTRO,1
206,550000,1,EXTERIOR,3,94.0,True,False,JUSTICIA,14,CENTRO,1
207,340000,0,INTERIOR,2,55.0,False,False,EMBAJADORES,12,CENTRO,1
208,460000,3,INTERIOR,3,98.0,True,False,EMBAJADORES,12,CENTRO,1
209,160000,0,EXTERIOR,1,45.0,False,False,EMBAJADORES,12,CENTRO,1
210,257000,1,EXTERIOR,1,50.0,False,False,PALACIO,11,CENTRO,1
211,195000,3,INTERIOR,2,48.0,False,False,EMBAJADORES,12,CENTRO,1
212,345000,2,EXTERIOR,3,77.0,True,False,PALACIO,11,CENTRO,1
213,149000,4,INTERIOR,1,26.0,False,False,EMBAJADORES,12,CENTRO,1
214,859000,4,EXTERIOR,3,115.0,True,False,UNIVERSIDAD,14,CENTRO,1
215,2600000,4,EXTERIOR,3,260.0,True,True,JUSTICIA,14,CENTRO,1
216,1590000,2,EXTERIOR,3,185.0,True,False,JUSTICIA,14,CENTRO,1
217,895000,3,EXTERIOR,4,203.0,False,False,UNIVERSIDAD,14,CENTRO,1
218,1000000,5,EXTERIOR,2,205.0,True,False,JUSTICIA,14,CENTRO,1
219,201500,0,INTERIOR,1,37.0,False,False,JUSTICIA,14,CENTRO,1
220,170000,4,INTERIOR,1,42.0,False,False,EMBAJADORES,12,CENTRO,1
221,420000,0,EXTERIOR,2,79.0,True,False,CORTES,13,CENTRO,1
222,580000,3,EXTERIOR,3,136.0,True,True,EMBAJADORES,12,CENTRO,1
223,1750000,1,EXTERIOR,3,238.0,True,False,JUSTICIA,14,CENTRO,1
224,170000,4,INTERIOR,1,42.0,False,False,EMBAJADORES,12,CENTRO,1
225,620000,2,EXTERIOR,3,134.0,False,False,UNIVERSIDAD,14,CENTRO,1
226,425000,5,EXTERIOR,2,49.0,True,False,SOL,16,CENTRO,1
227,1450000,3,EXTERIOR,3,189.0,True,False,JUSTICIA,14,CENTRO,1
228,2250000,3,EXTERIOR,3,262.0,True,False,JUSTICIA,14,CENTRO,1
229,2000000,2,EXTERIOR,4,393.0,True,False,PALACIO,11,CENTRO,1
230,240000,0,INTERIOR,1,50.0,True,False,EMBAJADORES,12,CENTRO,1
231,859000,4,EXTERIOR,3,115.0,True,False,UNIVERSIDAD,14,CENTRO,1
232,2100000,1,EXTERIOR,4,258.0,False,False,CORTES,13,CENTRO,1
233,218000,0,INTERIOR,2,33.0,False,False,EMBAJADORES,12,CENTRO,1
234,190000,3,EXTERIOR,3,56.0,False,False,EMBAJADORES,12,CENTRO,1
235,359000,4,EXTERIOR,3,74.0,False,False,EMBAJADORES,12,CENTRO,1
236,968198,4,EXTERIOR,2,125.0,True,False,UNIVERSIDAD,14,CENTRO,1
237,611600,1,EXTERIOR,3,148.0,False,False,EMBAJADORES,12,CENTRO,1
238,995000,4,EXTERIOR,2,112.0,True,False,JUSTICIA,14,CENTRO,1
239,209900,1,EXTERIOR,2,49.0,True,False,EMBAJADORES,12,CENTRO,1
240,1375000,2,EXTERIOR,3,180.0,True,False,JUSTICIA,14,CENTRO,1
241,208000,2,INTERIOR,2,40.0,False,False,EMBAJADORES,12,CENTRO,1
242,1500000,3,EXTERIOR,3,260.0,True,False,JUSTICIA,14,CENTRO,1
243,1100000,5,EXTERIOR,4,163.0,True,False,JUSTICIA,14,CENTRO,1
244,154000,2,INTERIOR,2,37.0,True,False,EMBAJADORES,12,CENTRO,1
245,479000,3,EXTERIOR,4,121.0,False,False,EMBAJADORES,12,CENTRO,1
246,650000,1,INTERIOR,4,118.0,True,False,EMBAJADORES,12,CENTRO,1
247,1500000,1,EXTERIOR,2,195.0,True,False,PALACIO,11,CENTRO,1
248,850000,1,EXTERIOR,2,80.0,True,True,JUSTICIA,14,CENTRO,1
249,990000,2,EXTERIOR,3,215.0,True,False,EMBAJADORES,12,CENTRO,1
250,695000,4,INTERIOR,3,170.0,True,False,SOL,16,CENTRO,1
251,1180000,2,EXTERIOR,4,220.0,True,False,PALACIO,11,CENTRO,1
252,850000,2,EXTERIOR,3,180.0,True,False,SOL,16,CENTRO,1
253,695000,4,EXTERIOR,3,171.0,True,False,PALACIO,11,CENTRO,1
254,575000,2,EXTERIOR,2,102.0,True,False,PALACIO,11,CENTRO,1
255,1240000,4,EXTERIOR,4,231.0,True,False,PALACIO,11,CENTRO,1
256,165000,4,INTERIOR,1,34.0,False,False,EMBAJADORES,12,CENTRO,1
257,860000,2,EXTERIOR,3,185.0,True,False,SOL,16,CENTRO,1
258,4500000,1,EXTERIOR,6,565.0,True,False,CORTES,13,CENTRO,1
259,550000,5,EXTERIOR,1,94.0,True,False,SOL,16,CENTRO,1
260,398000,2,EXTERIOR,1,57.0,True,False,SOL,16,CENTRO,1
261,269000,4,EXTERIOR,2,56.0,True,False,PALACIO,11,CENTRO,1
262,370000,5,INTERIOR,4,74.0,True,False,SOL,16,CENTRO,1
263,1150000,2,EXTERIOR,6,262.0,True,False,CORTES,13,CENTRO,1
264,169000,5,EXTERIOR,1,37.0,True,False,UNIVERSIDAD,14,CENTRO,1
265,260000,2,EXTERIOR,1,54.0,True,False,UNIVERSIDAD,14,CENTRO,1
266,599000,2,EXTERIOR,2,88.0,True,False,UNIVERSIDAD,14,CENTRO,1
267,199000,2,INTERIOR,1,38.0,False,False,UNIVERSIDAD,14,CENTRO,1
268,1500000,3,EXTERIOR,2,150.0,True,True,PALACIO,11,CENTRO,1
269,999000,1,EXTERIOR,8,254.0,False,False,CORTES,13,CENTRO,1
270,570000,2,EXTERIOR,2,101.0,True,False,JUSTICIA,14,CENTRO,1
271,1875000,3,EXTERIOR,5,293.0,True,False,UNIVERSIDAD,14,CENTRO,1
272,1290000,3,EXTERIOR,5,192.0,True,False,PALACIO,11,CENTRO,1
273,425000,4,EXTERIOR,1,79.0,False,False,JUSTICIA,14,CENTRO,1
274,425000,4,EXTERIOR,1,50.0,True,False,SOL,16,CENTRO,1
275,285000,0,INTERIOR,1,55.0,True,False,JUSTICIA,14,CENTRO,1
276,399000,3,EXTERIOR,2,82.0,False,False,CORTES,13,CENTRO,1
277,269000,2,EXTERIOR,1,46.0,False,False,PALACIO,11,CENTRO,1
278,920000,2,EXTERIOR,2,162.0,False,False,SOL,16,CENTRO,1
279,949000,1,EXTERIOR,5,179.0,False,False,JUSTICIA,14,CENTRO,1
280,399000,3,INTERIOR,3,92.0,True,False,PALACIO,11,CENTRO,1
281,399000,3,INTERIOR,3,92.0,True,False,PALACIO,11,CENTRO,1
282,425000,5,EXTERIOR,2,49.0,True,False,SOL,16,CENTRO,1
283,624000,1,EXTERIOR,2,111.0,True,False,CORTES,13,CENTRO,1
284,165000,2,EXTERIOR,1,39.0,False,False,EMBAJADORES,12,CENTRO,1
285,275000,1,EXTERIOR,3,60.0,False,False,JUSTICIA,14,CENTRO,1
286,674900,2,INTERIOR,2,106.0,True,False,CORTES,13,CENTRO,1
287,299990,-1,INTERIOR,1,84.0,False,False,JUSTICIA,14,CENTRO,1
288,750000,2,EXTERIOR,7,186.0,False,False,UNIVERSIDAD,14,CENTRO,1
289,245000,2,EXTERIOR,1,44.0,False,False,CORTES,13,CENTRO,1
290,330000,1,EXTERIOR,1,63.0,True,False,UNIVERSIDAD,14,CENTRO,1
291,695000,3,EXTERIOR,3,137.0,True,False,SOL,16,CENTRO,1
292,859000,1,EXTERIOR,5,157.0,True,False,UNIVERSIDAD,14,CENTRO,1
293,1000000,0,EXTERIOR,2,292.0,False,False,JUSTICIA,14,CENTRO,1
294,399000,3,INTERIOR,2,108.0,True,False,SOL,16,CENTRO,1
295,188000,4,EXTERIOR,2,55.0,True,False,PALACIO,11,CENTRO,1
296,549900,1,EXTERIOR,4,150.0,True,False,UNIVERSIDAD,14,CENTRO,1
297,859000,1,EXTERIOR,5,157.0,True,False,UNIVERSIDAD,14,CENTRO,1
298,400000,1,EXTERIOR,3,62.0,True,False,SOL,16,CENTRO,1
299,859000,2,EXTERIOR,5,159.0,True,False,UNIVERSIDAD,14,CENTRO,1
300,940000,2,EXTERIOR,10,224.0,False,False,UNIVERSIDAD,14,CENTRO,1
301,480000,1,EXTERIOR,1,60.0,True,False,CORTES,13,CENTRO,1
302,859000,4,EXTERIOR,3,99.0,True,False,UNIVERSIDAD,14,CENTRO,1
303,210000,5,INTERIOR,2,50.0,True,False,EMBAJADORES,12,CENTRO,1
304,199000,5,EXTERIOR,1,30.0,False,True,JUSTICIA,14,CENTRO,1
305,339000,4,EXTERIOR,3,74.0,False,False,EMBAJADORES,12,CENTRO,1
306,270000,2,EXTERIOR,1,45.0,False,False,CORTES,13,CENTRO,1
307,479000,3,EXTERIOR,4,121.0,False,False,EMBAJADORES,12,CENTRO,1
308,459000,4,EXTERIOR,2,52.0,True,False,UNIVERSIDAD,14,CENTRO,1
309,859000,1,EXTERIOR,5,166.0,True,False,UNIVERSIDAD,14,CENTRO,1
310,2250000,4,EXTERIOR,3,268.0,True,False,JUSTICIA,14,CENTRO,1
311,830000,4,EXTERIOR,5,142.0,False,False,CORTES,13,CENTRO,1
312,139000,1,INTERIOR,2,39.0,False,False,EMBAJADORES,12,CENTRO,1
313,540000,5,EXTERIOR,2,90.0,True,False,SOL,16,CENTRO,1
314,1375000,1,EXTERIOR,2,118.0,True,False,UNIVERSIDAD,14,CENTRO,1
315,550000,3,EXTERIOR,3,116.0,False,False,PALACIO,11,CENTRO,1
316,285000,0,INTERIOR,2,82.0,True,False,PALACIO,11,CENTRO,1
317,390000,4,INTERIOR,2,65.0,True,False,UNIVERSIDAD,14,CENTRO,1
318,979000,2,EXTERIOR,2,141.0,True,False,PALACIO,11,CENTRO,1
319,1028000,2,EXTERIOR,2,145.0,True,False,PALACIO,11,CENTRO,1
320,700000,2,EXTERIOR,7,186.0,False,False,UNIVERSIDAD,14,CENTRO,1
321,399000,3,INTERIOR,3,92.0,True,False,PALACIO,11,CENTRO,1
322,395000,2,EXTERIOR,3,106.0,False,False,EMBAJADORES,12,CENTRO,1
323,675000,5,INTERIOR,4,105.0,True,True,SOL,16,CENTRO,1
324,775000,7,EXTERIOR,2,151.0,True,False,UNIVERSIDAD,14,CENTRO,1
325,859000,2,EXTERIOR,5,159.0,True,False,UNIVERSIDAD,14,CENTRO,1
326,509900,3,INTERIOR,4,140.0,True,False,CORTES,13,CENTRO,1
