id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
93,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN VICENTE FERRER                                ,46,440191.6,4475271.5,POINT (-3.705060537230868 40.425928545290134)
94,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    TOLEDO                                            ,39,439979.6,4473783.5,POINT (-3.7074191283952436 40.412508689254814)
95,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    LUCIENTE                                          ,7,439681.6,4473547.5,POINT (-3.7109088201889393 40.41036114933838)
96,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    ALMENDRO                                          ,10,439771.6,4473807.5,POINT (-3.7098727750294103 40.412709867614)
97,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    UNION                                             ,1,439727.6,4474288.5,POINT (-3.710436909269325 40.417039752409394)
98,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    INDEPENDENCIA                                     ,1,439742.6,4474322.5,POINT (-3.7102633365639965 40.417347126200376)
99,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    JUAN DE HERRERA                                   ,3,439639.6,4474142.5,POINT (-3.711460244285139 40.41571813975911)
100,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SANTA CRUZ DE MARCENADO                           ,4,440001.6,4475637.5,POINT (-3.7073347612136898 40.429211956418776)
101,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MONTSERRAT                                        ,32,439790.6,4475494.5,POINT (-3.7098085635821367 40.42790850409834)
102,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    BALTASAR GRACIAN                                  ,4,439733.6,4475669.5,POINT (-3.7104970779231214 40.42948085360831)
103,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ALBERTO AGUILERA                                  ,25,439545.6,4475743.5,POINT (-3.712720336589861 40.43013383611571)
104,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    RIBERA DE CURTIDORES                              ,2,439965.6,4473450.5,POINT (-3.7075527050900092 40.40950785818251)
105,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    JACOMETREZO                                       ,8,439950.6,4474651.5,POINT (-3.707842848252579 40.42032594416007)
106,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    DUQUE DE LIRIA                                    ,6,439574.6,4475306.5,POINT (-3.712336932699947 40.42619925644501)
107,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    FACTOR                                            ,4,439553.6,4474117.5,POINT (-3.712471465338513 40.41548668664537)
108,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    FACTOR                                            ,4,439553.6,4474126.5,POINT (-3.7124723205415027 40.41556776275014)
109,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,PLAZA                    ANGEL                                             ,2,440380.6,4473999.5,POINT (-3.7027133977575324 40.41448334000547)
110,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MAGDALENA                                         ,11,440435.6,4473769.5,POINT (-3.7020436437499797 40.4124153276971)
111,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    BUENAVISTA                                        ,16,440709.6,4473525.5,POINT (-3.698791689650601 40.41023681916589)
112,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    EL ESCORIAL                                       ,3,440375.6,4475023.5,POINT (-3.7028683239636333 40.42370765438324)
113,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    REYES                                             ,4,439909.6,4475104.5,POINT (-3.7083689143135774 40.4244038138258)
114,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    VALVERDE                                          ,39,440479.6,4474965.5,POINT (-3.7016370024633827 40.4231926098008)
115,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MADERA                                            ,46,440374.6,4475165.5,POINT (-3.7028934272172904 40.42498678417639)
116,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SANTA ANA                                         ,9,439912.6,4473492.5,POINT (-3.7081812727069927 40.40988239007945)
117,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    LUIS VELEZ DE GUEVARA                             ,9,440407.6,4473822.5,POINT (-3.7023786008564086 40.412890772949574)
118,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MAGDALENA                                         ,7,440425.6,4473770.5,POINT (-3.702161591953389 40.41242362050072)
119,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    ESPADA                                            ,6,440209.6,4473690.5,POINT (-3.704699731889785 40.411687454413006)
120,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    JUANELO                                           ,3,440201.6,4473659.5,POINT (-3.7047911009320544 40.411407616927875)
121,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    ALAMEDA                                           ,14,441126.6,4473646.5,POINT (-3.693888501456026 40.41135644487283)
122,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,PLAZA                    GENERAL VARA DE REY                               ,8,439873.6,4473420.5,POINT (-3.7086340842802032 40.40923096395531)
123,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MIRA EL SOL                                       ,1,440217.6,4473255.5,POINT (-3.7045645804012994 40.40776934000017)
124,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MESON DE PAREDES                                  ,67,440391.6,4473222.5,POINT (-3.7025109613444265 40.407484536993934)
125,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    DOCTOR FOURQUET                                   ,4,440979.6,4473382.5,POINT (-3.695596451422388 40.40896779149329)
126,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SANTA ISABEL                                      ,46,440882.6,4473466.5,POINT (-3.69674738776667 40.40971762226478)
127,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SANTA ISABEL                                      ,50,441008.6,4473344.5,POINT (-3.695251167369366 40.40862752407937)
128,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    ARGUMOSA                                          ,28,440917.6,4473209.5,POINT (-3.696311051322539 40.40740492310659)
129,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    DOCTOR PIGA                                       ,5,440712.72,4473360.0,POINT (-3.6987395001650736 40.408746135936866)
130,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    CERVANTES                                         ,19,440925.6,4473983.5,POINT (-3.696288636039404 40.4143780657685)
131,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    LOS MADRAZO                                       ,18,440851.6,4474335.5,POINT (-3.6971935165817142 40.41754379685217)
132,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MINAS                                             ,17,440111.6,4475200.5,POINT (-3.7059968739899976 40.42528319016608)
133,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN BERNARDO                                      ,44,440002.6,4475113.5,POINT (-3.707273522803573 40.4244916015364)
134,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    FERNANDO VI                                       ,1,440868.6,4475266.5,POINT (-3.697079716876483 40.42593189638354)
135,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    VELARDE                                           ,5,440411.6,4475356.5,POINT (-3.7024751851535465 40.426710050769664)
136,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SOL                 ,6,CENTRO              ,1,CALLE                    CONCEPCION JERONIMA                               ,6,440205.6,4473952.5,POINT (-3.7047714972873216 40.414047387600036)
137,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MANZANA                                           ,15,439896.6,4475052.5,POINT (-3.7085172369733246 40.42393443539585)
138,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ESTRELLA                                          ,7,440062.6,4474844.5,POINT (-3.7065409139769816 40.42207265159077)
139,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    SAN MARCOS                                        ,32,440795.6,4474744.5,POINT (-3.697891625966732 40.42122428243738)
140,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MANZANA                                           ,5,439943.6,4475049.5,POINT (-3.707962943402684 40.423910803922006)
141,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    BARCELO                                           ,6,0.0,0.0,POINT (-7.488743884387038 0)
142,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    NUÃEZ DE ARCE                                     ,14,440494.6,4474080.5,POINT (-3.7013773912256904 40.41522118513873)
143,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CARRERA                  SAN FRANCISCO                                     ,11,439515.6,4473597.5,POINT (-3.712869895140696 40.41079952719752)
144,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    FUCAR                                             ,13,440983.6,4473639.5,POINT (-3.6955731485824668 40.41128325888151)
145,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    DOCTOR FOURQUET                                   ,27,440751.6,4473190.5,POINT (-3.6982655249709175 40.407221964074814)
146,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    BUENAVISTA                                        ,32,440642.6,4473459.5,POINT (-3.6995751334676763 40.409637483922445)
147,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SANTA CRUZ DE MARCENADO                           ,31,439488.6,4475680.5,POINT (-3.7133862851213495 40.42956216041256)
148,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    BARCELO                                           ,6,0.0,0.0,POINT (-7.488743884387038 0)
149,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN VICENTE FERRER                                ,15,440404.6,4475231.5,POINT (-3.7025459839665578 40.42558349200549)
150,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,RONDA                    VALENCIA                                          ,2,0.0,0.0,POINT (-7.488743884387038 0)
151,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,RONDA                    ARGANZUELA                                        ,22,0.0,0.0,POINT (-7.488743884387038 0)
152,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CORTES              ,3,CENTRO              ,1,CARRERA                  SAN JERONIMO                                      ,36,0.0,0.0,POINT (-7.488743884387038 0)
153,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,CORTES              ,3,CENTRO              ,1,CARRERA                  SAN JERONIMO                                      ,36,0.0,0.0,POINT (-7.488743884387038 0)
154,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    LUIS VELEZ DE GUEVARA                             ,9,440407.6,4473829.5,POINT (-3.7023792565317573 40.41295383230815)
