id_alojamiento,tipo_alojamiento,restaurante,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,latitud,longitud
517,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    OVIEDO                                            ,4,440511.6,4477828.5,40.44898607775965,-3.701527821823928
518,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    ALONSO CASTRILLO                                  ,22,440830.62,4478900.5,40.458665877561394,-3.6978658894912337
519,VIVIENDA TURISTICA,NO,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    HERMANO GARATE                                    ,9,440933.62,4478912.5,40.45878130609306,-3.696652270744695
520,HOTEL,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    PINOS ALTA                                        ,14,440992.62,4479724.5,40.466100330375,-3.696031948962579
521,HOTEL,SI,ALMENARA            ,64,TETUAN              ,6,PASEO                    CASTELLANA                                        ,191,441496.62,4479870.5,40.467451204000895,-3.690100801022426
522,HOTEL,SI,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,364,441231.62,4479599.5,40.46499121941184,-3.6932014014609353
523,HOTEL,NO,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    CASTELLANA                                        ,151,441446.6,4479127.5,40.46075442219923,-3.690622234415357
524,HOTEL,NO,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    PENSAMIENTO                                       ,27,441046.6,4478933.5,40.45897850578255,-3.6953217835136396
525,HOSTAL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    MERCEDES                                          ,13,440525.62,4478431.5,40.45441915885943,-3.701418979713426
526,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    TERUEL                                            ,25,440556.6,4478099.5,40.45143057979096,-3.701022556696062
527,HOSTAL,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    ADELA BALBOA                                      ,14,440037.62,4477754.5,40.448285400867995,-3.7071099283229145
528,PENSION,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    OLITE                                             ,45,440055.62,4478294.5,40.453151241456084,-3.7069486534453038
529,HOSTAL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    ARTISTAS                                          ,11,440415.6,4477656.5,40.447429753288695,-3.7026437014277245
530,HOTEL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,180,440417.62,4478404.5,40.45416819627068,-3.7026900673579193
531,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,VALDEACEDERAS       ,65,TETUAN              ,6,CALLE                    CAPITAN BLANCO ARGIBAY                            ,5,440993.62,4479554.5,40.464568971681835,-3.6960043456816045
532,VIVIENDA TURISTICA,NO,VALDEACEDERAS       ,65,TETUAN              ,6,CALLE                    LAS NAVAS                                         ,3,440792.62,4479352.5,40.46273497362099,-3.6983562093858438
533,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    LA CORUÃÂA                                         ,15,440613.62,4478535.5,40.45536232687642,-3.700390941907796
534,HOTEL,SI,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    JULIAN BESTEIRO                                   ,37,441044.6,4478890.5,40.45859100176273,-3.6953413768892505
535,HOSTAL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    ARTISTAS                                          ,18,440461.6,4477637.5,40.447261888909594,-3.702099508054439
536,PENSION,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    AILANTO                                           ,54,441131.62,4480206.5,40.470452244337864,-3.694437187706583
537,HOTEL,SI,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,304,440928.62,4479376.5,40.46296085557177,-3.696754424169126
538,HOSTAL,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    ALMANSA                                           ,30,440171.6,4477821.5,40.448898618141214,-3.7055363868641633
539,VIVIENDA TURISTICA,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    JERONIMA LLORENTE                                 ,19,440152.62,4478552.5,40.45548240094141,-3.705829095206819
540,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,29,440772.6,4477927.5,40.44989654914892,-3.698459382323354
541,PENSION,NO,BERRUGUETE          ,66,TETUAN              ,6,CALLE                    NARANJO                                           ,12,440655.47,4479140.5,40.46081540666267,-3.699953967699103
542,CASA DE HUESPEDES,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    ALMANSA                                           ,12,440251.6,4477802.5,40.448733212008364,-3.7045912536843177
543,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    EDGAR NEVILLE                                     ,24,440935.6,4478001.5,40.450574771040905,-3.6965441668724432
544,VIVIENDA TURISTICA,NO,BERRUGUETE          ,66,TETUAN              ,6,PASEO                    DIRECCION                                         ,27,439894.62,4478905.5,40.45864374674307,-3.708905102917335
545,HOTEL,SI,VALDEACEDERAS       ,65,TETUAN              ,6,CALLE                    CANTUESO                                          ,41,440181.62,4479833.5,40.467024246721834,-3.705607834738785
546,HOSTAL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    JUAN DE OLIAS                                     ,15,440508.62,4478322.5,40.453436024708836,-3.701609243744334
547,APART-HOTEL,NO,CASTILLEJOS         ,63,TETUAN              ,6,CALLE                    FRANCISCO MEDRANO                                 ,4,440713.62,4478907.5,40.458720597505184,-3.6992463878224022
548,APART-HOTEL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,200,440470.62,4478603.5,40.45596466855227,-3.7020837112841427
549,VIVIENDA TURISTICA,NO,BERRUGUETE          ,66,TETUAN              ,6,PASEO                    PEDRO TEZANO                                      ,26,439895.62,4479025.5,40.45972482645084,-3.708904672427032
550,HOSTAL,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    PADRE RUBIO                                       ,46,441179.62,4480272.5,40.47105019948357,-3.693877117816508
551,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    ISTURIZ                                           ,8,440451.6,4477694.5,40.447774652952006,-3.7022227678499053
552,VIVIENDA TURISTICA,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    CEDROS                                            ,74,441436.62,4480131.5,40.46979817273208,-3.690832599385501
553,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALDEACEDERAS       ,65,TETUAN              ,6,CALLE                    ARROYO                                            ,14,440539.9,4480078.5,40.46925702423211,-3.7014048849700294
554,PENSION,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    GARELLANO                                         ,5,440124.12,4477743.5,40.448192543079784,-3.7060889083953463
555,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    GENERAL CABRERA                                   ,21,440961.6,4478539.5,40.45542315285277,-3.696287596614308
556,VIVIENDA TURISTICA,NO,BERRUGUETE          ,66,TETUAN              ,6,CALLE                    ALONSO NUÃÂEZ                                      ,18,439891.62,4478897.5,40.4585714625855,-3.708939725894493
557,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    SALAMANCA                                         ,1,440508.62,4478398.5,40.454120664432224,-3.701616365002945
558,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    GERANIOS                                          ,39,441206.62,4480389.5,40.47210609439981,-3.6935694773587886
559,HOSTAL,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    ASUNCION CASTELL                                  ,4,440533.62,4478461.5,40.454689983796165,-3.7013274473117486
560,HOSTAL,NO,ALMENARA            ,64,TETUAN              ,6,CALLE                    CEDROS                                            ,59,441433.62,4480173.5,40.47017631455446,-3.690871863310323
561,HOTEL,SI,CUATRO CAMINOS      ,62,TETUAN              ,6,PLAZA                    CARLOS TRIAS BERTRAN                              ,4,441178.6,4478093.5,40.45142077839408,-3.693687199236397
562,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    TERUEL                                            ,4,440409.6,4478125.5,40.451654273078944,-3.7027584602993335
563,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    JAEN                                              ,26,440581.6,4477974.5,40.450306314312805,-3.700716053346352
564,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,62,TETUAN              ,6,CALLE                    ORENSE                                            ,10,441091.6,4477785.5,40.448640018740306,-3.694684556567269
565,APART-HOTEL,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    NAVARRA                                           ,24,440216.62,4478356.5,40.453721358901035,-3.7050558888732463
566,HOSTAL,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    ALMANSA                                           ,6,440283.6,4477807.5,40.44878055347478,-3.704214386475405
567,VIVIENDA TURISTICA,NO,BELLAS VISTAS       ,61,TETUAN              ,6,CALLE                    SAN RAIMUNDO                                      ,22,440173.62,4478158.5,40.451934599405924,-3.7055443170038806
568,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    ISAAC PERAL                                       ,58,439063.62,4477084.5,40.44217894865076,-3.718530754316636
569,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    GARCIA DE PAREDES                                 ,21,440601.6,4476483.5,40.43687616613897,-3.7003407934793966
570,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ARAPILES            ,72,CHAMBERI            ,7,CALLE                    CEA BERMUDEZ                                      ,17,439858.6,4476684.5,40.438633460550626,-3.709119576294074
571,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    CRISTOBAL BORDIU                                  ,30,440565.6,4477116.5,40.44257593723589,-3.700824437834981
572,HOTEL,SI,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    LUCHANA                                           ,22,440616.6,4475754.5,40.43031007597863,-3.700095832556658
573,HOTEL,SI,ARAPILES            ,72,CHAMBERI            ,7,PLAZA                    CONDE DEL VALLE DE SUCHIL                         ,5,439966.6,4475822.5,40.43087599316721,-3.707764826082499
574,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,31,439374.38,4476164.0,40.43390941794755,-3.714778875286545
576,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    MARQUES DEL RISCAL                                ,14,441446.6,4475764.5,40.430458999722404,-3.690312213716807
577,HOTEL,SI,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,79,441227.6,4476671.5,40.4386142320813,-3.6929778024893727
578,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,PASEO                    CASTELLANA                                        ,49,441478.6,4476397.5,40.4361636142283,-3.6899932631282595
579,HOSTAL,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    BLASCO DE GARAY                                   ,61,439666.6,4476534.5,40.43726828918696,-3.711369015804935
580,HOSTAL,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    ALONSO CANO                                       ,60,440863.6,4477144.5,40.44284942165855,-3.6973134062619937
581,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    FRANCISCO DE ROJAS                                ,3,440646.6,4475614.5,40.42905103289446,-3.69972910309832
582,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    MIGUEL ANGEL                                      ,31,441357.6,4476559.5,40.4376144620327,-3.6914347586109995
583,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    LUCHANA                                           ,27,440695.6,4475889.5,40.4315318537795,-3.6991771296262157
584,PENSION,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    ROBLEDILLO                                        ,6,440787.0,4477213.0,40.443461048245354,-3.698222965124539
585,APART-HOTEL,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    AGUSTIN DE BETANCOURT                             ,23,441038.6,4477419.5,40.44533917216987,-3.695275544523359
586,CASA DE HUESPEDES,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,24,439404.6,4476029.5,40.43269998709104,-3.714409782909608
587,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,AVENIDA                  VALLE                                             ,9,439317.62,4477230.5,40.443512752114074,-3.7155498842667454
588,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    POETA ANGELA FIGUERA                              ,19,439241.62,4477378.5,40.444840445536016,-3.716460145097818
589,VIVIENDA TURISTICA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    HARTZENBUSCH                                      ,5,440422.4,4475759.0,40.430336727578386,-3.7023855967330093
590,HOTEL,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,81,441232.6,4476737.5,40.43920914362576,-3.6929249566693767
591,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    OLIVOS                                            ,13,439115.62,4477320.5,40.44430874080278,-3.7179402616836343
592,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,AVENIDA                  MONCLOA                                           ,3,439323.62,4477493.5,40.445882400398716,-3.7155042618601986
593,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    FERNANDEZ DE LOS RIOS                             ,93,439155.62,4476310.5,40.43521317646036,-3.7173719002467873
594,HOTEL,SI,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    JUAN DE AUSTRIA                                   ,5,440686.6,4475947.5,40.43205370251895,-3.6992886412505106
595,HOTEL,SI,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    COVARRUBIAS                                       ,4,440872.6,4475540.5,40.42840050085158,-3.6970580484982722
596,VIVIENDA TURISTICA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    PALAFOX                                           ,9,440525.6,4475817.5,40.43087110722414,-3.7011744882248143
597,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ISAAC PERAL                                       ,6,439095.62,4476360.5,40.435659205513765,-3.7180840558991655
598,APART-HOTEL,NO,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    AMADOR DE LOS RIOS                                ,3,441347.6,4475388.5,40.42706483808235,-3.6914445972841454
599,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    MAESTRO ANGEL LLORCA                              ,11,439427.62,4477295.5,40.44410631967725,-3.714259088433251
600,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    PALAFOX                                           ,23,440492.6,4475925.5,40.43184165994677,-3.701573625689365
601,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    OLIVOS                                            ,23,438973.62,4477316.5,40.44426229650553,-3.719614196775963
602,HOTEL,SI,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    JOSE ABASCAL                                      ,47,441042.6,4476647.5,40.438384933693,-3.695156734677812
605,HOTEL,SI,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    SANTA ENGRACIA                                    ,5,440939.6,4475568.5,40.42865749736921,-3.69627083636027
606,HOSTAL,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    HILARION ESLAVA                                   ,16,439216.62,4476165.5,40.433911416232945,-3.716638878639032
607,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    FERNANDEZ DE LOS RIOS                             ,93,439143.62,4476310.5,40.435212298477914,-3.717513373009601
608,CASA DE HUESPEDES,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    GUZMAN EL BUENO                                   ,67,439508.6,4476402.5,40.43606769981122,-3.713219233559751
609,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,GLORIETA                 PRESIDENTE GARCIA MORENO                          ,2,439360.62,4477458.5,40.445569805826864,-3.7150646435324406
610,VIVIENDA TURISTICA,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    DON ALVARO DE BAZAN                               ,1,440577.6,4477312.5,40.44434244824678,-3.7007012836989945
611,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    MELQUIADES ALVAREZ                                ,21,439771.6,4477113.5,40.442491776843035,-3.7101859761512377
612,HOTEL,SI,ARAPILES            ,72,CHAMBERI            ,7,CALLE                    VALLEHERMOSO                                      ,65,439901.6,4476527.5,40.43722224596834,-3.708597756259325
613,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    GENERAL AMPUDIA                                   ,7,439341.62,4477203.5,40.44327127640531,-3.7152643256096187
614,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    CARACAS                                           ,17,441070.6,4475804.5,40.430792786127505,-3.6947484460278557
615,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    ALMAGRO                                           ,10,441098.6,4475566.5,40.428650753718735,-3.6943963098592785
616,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,31,439388.88,4476159.0,40.43386543263394,-3.7146074553820294
617,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    AMADOR DE LOS RIOS                                ,3,441347.6,4475388.5,40.42706483808235,-3.6914445972841454
618,APART-HOTEL,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    JOSE ABASCAL                                      ,8,440549.6,4476647.5,40.438349835290325,-3.700969203343336
619,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,PASEO                    SAN FRANCISCO DE SALES                            ,13,439258.62,4476889.5,40.44043657702371,-3.716212940459362
620,CASA DE HUESPEDES,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    FEIJOO                                            ,7,440360.6,4476267.5,40.434913094575045,-3.7031618459062656
621,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,AVENIDA                  VALLE                                             ,23,439078.62,4477222.5,40.44342320727116,-3.718367129369269
622,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    DONOSO CORTES                                     ,73,439278.62,4476446.5,40.43644731058747,-3.7159347991389144
623,HOTEL,SI,TRAFALGAR           ,73,CHAMBERI            ,7,PLAZA                    SANTA ENGRACIA                                    ,1,440956.12,4475518.0,40.428203742453526,-3.6960714032029616
624,VIVIENDA TURISTICA,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    MAUDES                                            ,60,440931.6,4477379.5,40.44497123929583,-3.696533485299771
625,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    PONZANO                                           ,66,440730.6,4477139.5,40.44279490939294,-3.6988811134234947
626,HOTEL,SI,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,81,441231.6,4476715.5,40.439010886900775,-3.6929347119563136
627,APART-HOTEL,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    TRAFALGAR                                         ,35,440478.6,4476161.5,40.43396665238823,-3.7017607709744422
628,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    CEA BERMUDEZ                                      ,59,439314.62,4476722.5,40.43893626094967,-3.7155367320869876
629,VIVIENDA TURISTICA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    HARTZENBUSCH                                      ,5,440427.6,4475760.5,40.43035061267899,-3.702324436673739
630,HOTEL,SI,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ARCIPRESTE DE HITA                                ,10,439142.62,4476145.5,40.43372583657291,-3.717509362100762
631,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    MELQUIADES ALVAREZ                                ,21,439771.6,4477113.5,40.442491776843035,-3.7101859761512377
632,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    ISAAC PERAL                                       ,60,439037.62,4477176.5,40.443005815709036,-3.718846138846876
633,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    OLIVOS                                            ,7,439188.62,4477315.5,40.44426904134001,-3.7170790410187133
634,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    RODRIGUEZ SAN PEDRO                               ,62,439367.6,4475944.5,40.431931574594856,-3.7148378660307255
635,HOSTAL,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    COVARRUBIAS                                       ,21,440798.6,4475767.5,40.43044015889064,-3.6979515201441426
636,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    NICASIO GALLEGO                                   ,12,440721.6,4475655.5,40.42942572766382,-3.6988487987993093
637,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    POETA ANGELA FIGUERA                              ,12,439258.62,4477403.5,40.445066897776485,-3.716262087386873
638,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    MAESTRO ANGEL LLORCA                              ,13,439434.62,4477347.5,40.444575266824124,-3.71418150977259
639,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,33,439390.3,4476163.0,40.433901569806885,-3.7145910962298507
640,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    ORFILA                                            ,6,441193.6,4475417.5,40.42731521224137,-3.693262637415189
641,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,CALLE                    AMAPOLAS                                          ,3,439290.62,4477327.5,40.444384596377844,-3.71587750772657
642,HOTEL,SI,ALMAGRO             ,74,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,36,441194.6,4475824.5,40.43098173099962,-3.693288499336436
643,HOTEL,SI,RIOS ROSAS          ,75,CHAMBERI            ,7,PASEO                    CASTELLANA                                        ,57,441350.6,4476697.5,40.43885713601134,-3.691530025569606
644,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,73,CHAMBERI            ,7,CALLE                    GONZALO DE CORDOBA                                ,15,440434.6,4476007.5,40.432576201376,-3.7022650635536176
645,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    GAZTAMBIDE                                        ,57,439305.62,4476445.5,40.43644027309043,-3.7156163839673773
646,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,76,CHAMBERI            ,7,AVENIDA                  MONCLOA                                           ,9,439214.62,4477543.5,40.446324858060294,-3.7167942946834525
647,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    GAZTAMBIDE                                        ,18,439307.6,4476046.5,40.43284605796413,-3.715554935756474
648,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,71,CHAMBERI            ,7,CALLE                    HILARION ESLAVA                                   ,60,439246.62,4476664.5,40.43840880786242,-3.7163329098142293
649,HOTEL,SI,ARAPILES            ,72,CHAMBERI            ,7,CALLE                    ALBERTO AGUILERA                                  ,18,439908.6,4475726.5,40.43000699487017,-3.7084394931715177
650,HOTEL,SI,RIOS ROSAS          ,75,CHAMBERI            ,7,CALLE                    BRETON DE LOS HERREROS                            ,29,440778.6,4476787.5,40.43962735751947,-3.6982823441445096
651,VIVIENDA TURISTICA,NO,EL PILAR            ,84,FUENCARRAL-EL PARDO ,8,CALLE                    PONFERRADA                                        ,35,439541.62,4480756.5,40.47529264058112,-3.713244586129237
652,HOSTAL,NO,VALVERDE            ,86,FUENCARRAL-EL PARDO ,8,CALLE                    VIRGEN DE ARANZAZU                                ,17,441491.62,4481935.5,40.486053204554025,-3.6903502909056427
653,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALVERDE            ,86,FUENCARRAL-EL PARDO ,8,CALLE                    FRANCISCO SANCHA                                  ,6,441898.62,4481963.5,40.48633402330463,-3.6855509228574483
654,VIVIENDA TURISTICA,NO,VALVERDE            ,86,FUENCARRAL-EL PARDO ,8,CALLE                    MATARO                                            ,28,441085.62,4482719.5,40.493087057495465,-3.6952132997310474
655,CASA DE HUESPEDES,NO,EL PILAR            ,84,FUENCARRAL-EL PARDO ,8,PLAZA                    VILLAFRANCA DE LOS BARROS                         ,2,439651.22,4481472.5,40.48175059655258,-3.7120198398660196
656,VIVIENDA TURISTICA,NO,VALVERDE            ,86,FUENCARRAL-EL PARDO ,8,CALLE                    MATARO                                            ,28,441076.62,4482719.5,40.493086418611846,-3.6953194959154625
657,PENSION,NO,VALVERDE            ,86,FUENCARRAL-EL PARDO ,8,CALLE                    VIRGEN DE ARANZAZU                                ,33,441501.62,4482094.5,40.487486242873686,-3.69024698134358
