id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,latitud,longitud
0,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    VENTORRILLO                                       ,14,440134.6,4473142.5,40.40674541694838,-3.705532075436818
1,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SOMBRERETE                                        ,12,440399.6,4473338.5,40.40853009431067,-3.7024275488388887
2,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    PALMA                                             ,46,440111.6,4475344.5,40.42658040731769,-3.706010438000394
3,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    PEZ                                               ,12,440215.6,4474986.5,40.42336286007573,-3.704750832744599
4,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ESPIRITU SANTO                                    ,23,440229.6,4475220.5,40.42547184497286,-3.704607806117053
5,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SANTA CRUZ DE MARCENADO                           ,31,439502.6,4475676.5,40.42952714496886,-3.7132208665507758
6,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ANDRES BORREGO                                    ,10,440058.6,4474986.5,40.42335156424239,-3.706601447797168
7,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    MORATIN                                           ,11,440819.6,4473759.5,40.41235263394289,-3.697517095040592
8,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,RONDA                    SEGOVIA                                           ,59,439245.6,4473348.5,40.408536758345,-3.7160281091928513
9,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MIRA EL SOL                                       ,23,439977.6,4473121.5,40.40654493435401,-3.707380254378875
10,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ANDRES BORREGO                                    ,4,440046.6,4474958.5,40.42309846290144,-3.7067402560876133
11,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    LUIS DE GONGORA                                   ,5,440896.6,4474961.5,40.42318630191865,-3.6967213068467046
12,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    LUIS DE GONGORA                                   ,5,440896.6,4474961.5,40.42318630191865,-3.6967213068467046
13,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    FUENCARRAL                                        ,97,440458.6,4475456.5,40.42761426172996,-3.701930516892436
14,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    RUDA                                              ,6,439943.6,4473555.5,40.410452161028026,-3.707821883907266
15,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,PLAZA                    ESPAÃÂA                                            ,6,439610.6,4474907.5,40.42260750149725,-3.711874675469269
16,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    ANGOSTA DE LOS MANCEBOS                           ,2,439487.6,4473807.5,40.41268926888308,-3.7132198519872066
17,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    EMBAJADORES                                       ,3,440036.6,4473574.5,40.41063002660789,-3.7067276600068286
18,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    CALATRAVA                                         ,36,439476.6,4473515.5,40.41005799851765,-3.7133217160751126
19,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    SEGOVIA                                           ,19,439512.6,4473929.5,40.413790118009146,-3.7129368143551904
20,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    TESORO                                            ,14,440188.56,4475179.5,40.42509954889461,-3.7050877175865056
21,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    CALVARIO                                          ,16,440428.6,4473662.5,40.411450919178634,-3.702116123509001
22,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MIRA EL SOL                                       ,5,440160.6,4473224.5,40.40748598181167,-3.7052333898476504
23,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MONTELEON                                         ,24,440220.6,4475605.5,40.42893945271835,-3.7047500968740237
24,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    FOMENTO                                           ,31,439677.6,4474849.5,40.42208987158929,-3.7110794303958077
25,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    ECHEGARAY                                         ,8,440640.6,4474146.5,40.41582617077249,-3.699662801078323
26,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    MEDIODIA GRANDE                                   ,9,439662.6,4473503.5,40.409963399785205,-3.711128564292567
27,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    FARMACIA                                          ,5,440605.6,4475051.5,40.42397634198942,-3.7001598304436203
28,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,RONDA                    TOLEDO                                            ,1,439671.6,4473142.5,40.40671199435408,-3.710988275385101
29,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SAN CAYETANO                                      ,3,440062.6,4473433.5,40.40936170395884,-3.706407964836953
30,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    CABESTREROS                                       ,5,440238.6,4473429.5,40.40933832380249,-3.7043334438088595
31,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    EMBAJADORES                                       ,29,440183.6,4473362.5,40.40873080528427,-3.704975315919223
32,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    HUERTA DEL BAYO                                   ,15,440093.6,4473234.5,40.40757124799087,-3.70602389856876
33,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SANTA CRUZ DE MARCENADO                           ,1,440003.6,4475585.5,40.42874366152021,-3.707306276767373
35,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    ESTUDIOS                                          ,1,439990.6,4473746.5,40.41217616895592,-3.7072859984770945
36,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    CHURRUCA                                          ,14,440542.6,4475465.5,40.42770134569921,-3.700941157254434
37,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MESON DE PAREDES                                  ,78,440413.6,4473154.5,40.40687353469791,-3.7022453332878467
38,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,PALACIO             ,1,CENTRO              ,1,CALLE                    REDONDILLA                                        ,13,439506.6,4473754.5,40.41221320161803,-3.712990888597946
39,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    ANGEL                                             ,10,439552.6,4473520.5,40.410108563165444,-3.712426529659177
40,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    SIERPE                                            ,3,439764.6,4473510.5,40.41003384620653,-3.7099271561104956
41,AUTOESCUELA,AUTOESCUELA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    PELAYO                                            ,9,440708.6,4474859.5,40.422254062088875,-3.6989278173284714
42,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),ADULTOS,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN ANDRES                                        ,34,440331.6,4475493.5,40.4279384751741,-3.7034310791938094
44,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    TAMAYO Y BAUS                                     ,7,441204.6,4474950.5,40.42310903033786,-3.693089784036057
45,AUTOESCUELA,AUTOESCUELA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    BAILEN                                            ,26,439413.6,4473645.5,40.41122451541925,-3.7140765505624067
46,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    PROVISIONES                                       ,26,440349.6,4473162.5,40.40694101939182,-3.7030002903856283
47,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN BERNARDO                                      ,70,440078.6,4475391.5,40.42700142826501,-3.7064038690707433
48,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    APODACA                                           ,16,440598.6,4475416.5,40.427263931628566,-3.7002764436985807
49,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN ANDRES                                        ,36,440334.6,4475510.5,40.428091834068056,-3.7033973102172726
50,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MANUELA MALASAÃÂA                                  ,24,440207.6,4475604.5,40.428929509964554,-3.704903251153431
51,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    ALBERTO AGUILERA                                  ,15,439820.6,4475703.5,40.429793439035095,-3.7094747045337577
52,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,RONDA                    SEGOVIA                                           ,39,439129.6,4473519.5,40.41006873042051,-3.717411496995155
53,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN VICENTE FERRER                                ,82,439894.6,4475311.5,40.42626747915075,-3.7085652956275466
54,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    SERRANO ANGUITA                                   ,9,440749.6,4475445.5,40.42753594527687,-3.6984991500058357
55,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    MADERA                                            ,7,440166.6,4474906.5,40.422638661136574,-3.705320885816168
56,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,PLAZA                    COMENDADORAS                                      ,10,439863.6,4475436.5,40.42739129458895,-3.708942542796368
57,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,PLAZA                    COMENDADORAS                                      ,10,439863.6,4475436.5,40.42739129458895,-3.708942542796368
58,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    HORTALEZA                                         ,77,440817.6,4475210.5,40.425423795721954,-3.697675683412252
59,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    HORTALEZA                                         ,77,440817.6,4475210.5,40.425423795721954,-3.697675683412252
60,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,CORTES              ,3,CENTRO              ,1,PLAZA                    SANTA ANA                                         ,13,440508.6,4473984.5,40.41435737199441,-3.7012034102293017
61,CENTROS PRIVADOS DE EDUCACION PRIMARIA,PRIMARIA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    OSO                                               ,15,440178.6,4473452.5,40.40954120924435,-3.705042700851522
62,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    MARQUES DE CUBAS                                  ,8,440985.6,4474274.5,40.41700379243995,-3.695608483888398
63,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    PEZ                                               ,13,440184.6,4475002.5,40.42350476736413,-3.7051177459820916
64,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CUESTA                   SANTO DOMINGO                                     ,1,439867.6,4474634.5,40.420166806623804,-3.708819546995928
65,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,OTRO,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    OSO                                               ,23,440150.6,4473435.5,40.409386052453335,-3.7053710804310316
66,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    SAN MARCOS                                        ,39,440905.6,4474744.5,40.42123210180666,-3.6965950552289377
67,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    JUANELO                                           ,13,440130.6,4473637.5,40.41120432676595,-3.705625785180415
68,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    PUEBLA                                            ,20,440311.6,4474866.5,40.42228873705863,-3.703607982109921
70,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SANTA ISABEL                                      ,42,440827.6,4473505.5,40.41006504572912,-3.69739918943132
71,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    EMBAJADORES                                       ,68,440308.6,4473099.5,40.4063705459703,-3.703477545805271
72,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    SANTA ISABEL                                      ,50,440997.6,4473327.5,40.40847360000206,-3.6953792240668695
73,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    PRADO                                             ,40,441177.6,4473532.5,40.410333081431176,-3.6932769124002447
74,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SOL                 ,6,CENTRO              ,1,CALLE                    ADUANA                                            ,3,440434.6,4474410.5,40.41818968966274,-3.702115450291166
75,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CORTES              ,3,CENTRO              ,1,CALLE                    HUERTAS                                           ,43,440782.6,4473885.5,40.41348507193886,-3.697964884821221
76,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    BARQUILLO                                         ,12,440989.6,4474691.5,40.420760613720574,-3.695600028416039
77,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    LIBERTAD                                          ,7,440831.6,4474667.5,40.42053319038895,-3.697460129809994
78,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    HERNAN CORTES                                     ,18,440668.6,4474973.5,40.4232781763888,-3.699409941176627
79,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    SAN MATEO                                         ,8,440630.6,4475189.5,40.42522129463648,-3.699878028794374
80,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MIRA EL SOL                                       ,11,440115.6,4473205.5,40.407311584855506,-3.705761908390309
81,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    MESON DE PAREDES                                  ,71,440414.6,4473180.5,40.4071078269945,-3.7022359831541256
82,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SANTA CRUZ DE MARCENADO                           ,26,439519.6,4475699.5,40.42973557510025,-3.7130226517853706
83,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    CONDE DUQUE                                       ,6,439652.6,4475276.5,40.42593466477658,-3.71141463383841
84,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    PEZ                                               ,27,440071.6,4475047.5,40.423902016456545,-3.706453961234755
85,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    LUNA                                              ,3,440106.6,4474838.5,40.42202176918456,-3.7060217150846215
86,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    VALVERDE                                          ,15,440446.6,4474782.5,40.42154169923086,-3.702008846494421
87,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    SAN NICOLAS                                       ,15,439570.6,4474262.5,40.4167941472159,-3.7122848787271137
88,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,JUSTICIA            ,4,CENTRO              ,1,CALLE                    JUSTINIANO                                        ,8,441036.6,4475260.5,40.425889769231766,-3.69509880471462
89,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    DOS DE MAYO                                       ,10,440275.6,4475344.5,40.42659219698808,-3.7040772187405677
90,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EMBAJADORES         ,2,CENTRO              ,1,PLAZA                    CASCORRO                                          ,23,439981.6,4473655.5,40.4113557491035,-3.7073834828804273
91,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CUESTA                   ANGELES                                           ,15,439915.6,4474594.5,40.41980993560651,-3.708250001936576
92,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,PALACIO             ,1,CENTRO              ,1,CALLE                    FOMENTO                                           ,9,439753.6,4474685.5,40.420617991849575,-3.7101680723198793
93,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,UNIVERSIDAD         ,5,CENTRO              ,1,CALLE                    SAN VICENTE FERRER                                ,46,440191.6,4475271.5,40.425928545290134,-3.705060537230868
94,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,EMBAJADORES         ,2,CENTRO              ,1,CALLE                    TOLEDO                                            ,39,439979.6,4473783.5,40.412508689254814,-3.7074191283952436
95,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    LUCIENTE                                          ,7,439681.6,4473547.5,40.41036114933838,-3.7109088201889393
96,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    ALMENDRO                                          ,10,439771.6,4473807.5,40.412709867614,-3.7098727750294103
97,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    UNION                                             ,1,439727.6,4474288.5,40.417039752409394,-3.710436909269325
98,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    INDEPENDENCIA                                     ,1,439742.6,4474322.5,40.417347126200376,-3.7102633365639965
99,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,PALACIO             ,1,CENTRO              ,1,CALLE                    JUAN DE HERRERA                                   ,3,439639.6,4474142.5,40.41571813975911,-3.711460244285139
