id_alojamiento,tipo_alojamiento,restaurante,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,restaurante,geometry
482,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,NUEVA ESPAÃA        ,5,CHAMARTIN           ,5,AVENIDA                  COMANDANTE FRANCO                                 ,6,442523.6,4479629.5,NO,POINT (-3.677965615060423 40.46535185778996)
483,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CIUDAD JARDIN       ,3,CHAMARTIN           ,5,CALLE                    AGUSTIN DE ROJAS                                  ,5,442976.6,4477496.5,NO,POINT (-3.6724309906714065 40.44616800875265)
487,VIVIENDA TURISTICA,NO,PROSPERIDAD         ,2,CHAMARTIN           ,5,CALLE                    PADRE CLARET                                      ,16,443714.1,4477799.5,NO,POINT (-3.6637616582230645 40.44894784204297)
488,VIVIENDA TURISTICA,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    PLATANO                                           ,34,440620.03,4479989.5,NO,POINT (-3.700451390268233 40.468461008758965)
489,VIVIENDA TURISTICA,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    LAS NAVAS                                         ,3,440807.62,4479342.5,NO,POINT (-3.6981783628291973 40.462645958264545)
490,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    LAS MATAS                                         ,5,440074.62,4478938.5,NO,POINT (-3.7067853852472052 40.45895402365409)
491,VIVIENDA TURISTICA,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    SIMANCAS                                          ,1,441063.62,4479653.5,NO,POINT (-3.6951879198266853 40.465465773033486)
492,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    JULIAN BESTEIRO                                   ,9,441024.6,4478420.5,NO,POINT (-3.69553358433586 40.454355622945755)
494,HOTEL,SI,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,34,440800.6,4477982.5,SI,POINT (-3.698134333320635 40.450394007333266)
495,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    ALGODONALES                                       ,73,440299.62,4479261.5,NO,POINT (-3.704162211978204 40.461879932549614)
496,VIVIENDA TURISTICA,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MOLINA                                            ,30,440644.62,4480230.5,NO,POINT (-3.7001838930861326 40.47063378943043)
497,PENSION,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    CARNICER                                          ,4,440295.6,4477888.5,NO,POINT (-3.7040805000267665 40.449511097431774)
499,VIVIENDA TURISTICA,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    CUEVAS                                            ,7,440666.62,4479275.5,NO,POINT (-3.699835086378591 40.462032338109864)
500,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ORENSE                                            ,3,440989.88,4477619.5,NO,POINT (-3.695868594365246 40.447137403607094)
501,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ARTISTAS                                          ,38,440615.38,4477650.0,NO,POINT (-3.7002873731301755 40.44738549349671)
502,VIVIENDA TURISTICA,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MOLINA                                            ,28,440657.62,4480220.5,NO,POINT (-3.700029614405453 40.47054463432254)
503,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,PASEO                    DIRECCION                                         ,8,439849.62,4478804.5,NO,POINT (-3.709426240267241 40.45773064279019)
504,APART-HOTEL,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    VICENTE GACEO                                     ,21,441621.5,4480561.5,NO,POINT (-3.6886914180421417 40.47368480445292)
505,CASA DE HUESPEDES,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ARTISTAS                                          ,38,440618.34,4477649.5,NO,POINT (-3.700252423341585 40.44738120071941)
506,HOSTAL,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MATILDE LANDA                                     ,9,441422.97,4480374.5,NO,POINT (-3.691016046688786 40.47198625414676)
507,APART-HOTEL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVILA                                             ,18,440616.6,4478229.5,NO,POINT (-3.7003271781901566 40.45260596342876)
508,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    ALGODONALES                                       ,3,440639.62,4479038.5,NO,POINT (-3.7001313616850897 40.45989541670419)
509,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    PALENCIA                                          ,39,440592.6,4477914.5,NO,POINT (-3.7005807274414346 40.4497665950207)
510,VIVIENDA TURISTICA,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    ALVAREZ                                           ,2,440780.62,4480179.5,NO,POINT (-3.6985749257565845 40.47018406813539)
511,HOTEL,SI,BELLAS VISTAS       ,1,TETUAN              ,6,AVENIDA                  REINA VICTORIA                                    ,12,440145.6,4477628.5,SI,POINT (-3.7058247847811763 40.44715812176826)
512,CASA DE HUESPEDES,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MATILDE LANDA                                     ,28,441219.8,4480489.0,NO,POINT (-3.693423227752229 40.47300336340048)
513,HOTEL,SI,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    HUESCA                                            ,21,440771.62,4478830.5,SI,POINT (-3.6985551770427567 40.458031085374515)
514,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ARTISTAS                                          ,7,440408.6,4477656.5,NO,POINT (-3.7027262424107454 40.44742925154225)
515,HOSTAL,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    FRANCISCO SALAS                                   ,4,440189.62,4478184.5,NO,POINT (-3.7053580884825625 40.452169969607276)
516,HOTEL,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    AZUCENAS                                          ,5,440825.62,4479404.5,NO,POINT (-3.697971847634425 40.46320576182422)
517,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    OVIEDO                                            ,4,440511.6,4477828.5,NO,POINT (-3.701527821823928 40.44898607775965)
518,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    ALONSO CASTRILLO                                  ,22,440830.62,4478900.5,NO,POINT (-3.6978658894912337 40.458665877561394)
519,VIVIENDA TURISTICA,NO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    HERMANO GARATE                                    ,9,440933.62,4478912.5,NO,POINT (-3.696652270744695 40.45878130609306)
520,HOTEL,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    PINOS ALTA                                        ,14,440992.62,4479724.5,NO,POINT (-3.696031948962579 40.466100330375)
521,HOTEL,SI,ALMENARA            ,4,TETUAN              ,6,PASEO                    CASTELLANA                                        ,191,441496.62,4479870.5,SI,POINT (-3.690100801022426 40.467451204000895)
522,HOTEL,SI,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,364,441231.62,4479599.5,SI,POINT (-3.6932014014609353 40.46499121941184)
523,HOTEL,NO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    CASTELLANA                                        ,151,441446.6,4479127.5,NO,POINT (-3.690622234415357 40.46075442219923)
524,HOTEL,NO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    PENSAMIENTO                                       ,27,441046.6,4478933.5,NO,POINT (-3.6953217835136396 40.45897850578255)
525,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    MERCEDES                                          ,13,440525.62,4478431.5,NO,POINT (-3.701418979713426 40.45441915885943)
526,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    TERUEL                                            ,25,440556.6,4478099.5,NO,POINT (-3.701022556696062 40.45143057979096)
527,HOSTAL,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ADELA BALBOA                                      ,14,440037.62,4477754.5,NO,POINT (-3.7071099283229145 40.448285400867995)
528,PENSION,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    OLITE                                             ,45,440055.62,4478294.5,NO,POINT (-3.7069486534453038 40.453151241456084)
529,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ARTISTAS                                          ,11,440415.6,4477656.5,NO,POINT (-3.7026437014277245 40.447429753288695)
530,HOTEL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,180,440417.62,4478404.5,NO,POINT (-3.7026900673579193 40.45416819627068)
531,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    CAPITAN BLANCO ARGIBAY                            ,5,440993.62,4479554.5,NO,POINT (-3.6960043456816045 40.464568971681835)
532,VIVIENDA TURISTICA,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    LAS NAVAS                                         ,3,440792.62,4479352.5,NO,POINT (-3.6983562093858438 40.46273497362099)
533,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    LA CORUÃA                                         ,15,440613.62,4478535.5,NO,POINT (-3.700390941907796 40.45536232687642)
534,HOTEL,SI,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    JULIAN BESTEIRO                                   ,37,441044.6,4478890.5,SI,POINT (-3.6953413768892505 40.45859100176273)
535,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ARTISTAS                                          ,18,440461.6,4477637.5,NO,POINT (-3.702099508054439 40.447261888909594)
536,PENSION,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    AILANTO                                           ,54,441131.62,4480206.5,NO,POINT (-3.694437187706583 40.470452244337864)
537,HOTEL,SI,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,304,440928.62,4479376.5,SI,POINT (-3.696754424169126 40.46296085557177)
538,HOSTAL,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALMANSA                                           ,30,440171.6,4477821.5,NO,POINT (-3.7055363868641633 40.448898618141214)
539,VIVIENDA TURISTICA,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    JERONIMA LLORENTE                                 ,19,440152.62,4478552.5,NO,POINT (-3.705829095206819 40.45548240094141)
540,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,29,440772.6,4477927.5,NO,POINT (-3.698459382323354 40.44989654914892)
541,PENSION,NO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    NARANJO                                           ,12,440655.47,4479140.5,NO,POINT (-3.699953967699103 40.46081540666267)
542,CASA DE HUESPEDES,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALMANSA                                           ,12,440251.6,4477802.5,NO,POINT (-3.7045912536843177 40.448733212008364)
543,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    EDGAR NEVILLE                                     ,24,440935.6,4478001.5,NO,POINT (-3.6965441668724432 40.450574771040905)
544,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,PASEO                    DIRECCION                                         ,27,439894.62,4478905.5,NO,POINT (-3.708905102917335 40.45864374674307)
545,HOTEL,SI,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    CANTUESO                                          ,41,440181.62,4479833.5,SI,POINT (-3.705607834738785 40.467024246721834)
546,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    JUAN DE OLIAS                                     ,15,440508.62,4478322.5,NO,POINT (-3.701609243744334 40.453436024708836)
547,APART-HOTEL,NO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    FRANCISCO MEDRANO                                 ,4,440713.62,4478907.5,NO,POINT (-3.6992463878224022 40.458720597505184)
548,APART-HOTEL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,200,440470.62,4478603.5,NO,POINT (-3.7020837112841427 40.45596466855227)
549,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,PASEO                    PEDRO TEZANO                                      ,26,439895.62,4479025.5,NO,POINT (-3.708904672427032 40.45972482645084)
550,HOSTAL,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    PADRE RUBIO                                       ,46,441179.62,4480272.5,NO,POINT (-3.693877117816508 40.47105019948357)
551,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ISTURIZ                                           ,8,440451.6,4477694.5,NO,POINT (-3.7022227678499053 40.447774652952006)
552,VIVIENDA TURISTICA,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    CEDROS                                            ,74,441436.62,4480131.5,NO,POINT (-3.690832599385501 40.46979817273208)
553,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    ARROYO                                            ,14,440539.9,4480078.5,NO,POINT (-3.7014048849700294 40.46925702423211)
554,PENSION,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    GARELLANO                                         ,5,440124.12,4477743.5,NO,POINT (-3.7060889083953463 40.448192543079784)
555,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    GENERAL CABRERA                                   ,21,440961.6,4478539.5,NO,POINT (-3.696287596614308 40.45542315285277)
556,VIVIENDA TURISTICA,NO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    ALONSO NUÃEZ                                      ,18,439891.62,4478897.5,NO,POINT (-3.708939725894493 40.4585714625855)
557,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    SALAMANCA                                         ,1,440508.62,4478398.5,NO,POINT (-3.701616365002945 40.454120664432224)
558,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    GERANIOS                                          ,39,441206.62,4480389.5,NO,POINT (-3.6935694773587886 40.47210609439981)
559,HOSTAL,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ASUNCION CASTELL                                  ,4,440533.62,4478461.5,NO,POINT (-3.7013274473117486 40.454689983796165)
560,HOSTAL,NO,ALMENARA            ,4,TETUAN              ,6,CALLE                    CEDROS                                            ,59,441433.62,4480173.5,NO,POINT (-3.690871863310323 40.47017631455446)
561,HOTEL,SI,CUATRO CAMINOS      ,2,TETUAN              ,6,PLAZA                    CARLOS TRIAS BERTRAN                              ,4,441178.6,4478093.5,SI,POINT (-3.693687199236397 40.45142077839408)
562,VIVIENDA TURISTICA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    TERUEL                                            ,4,440409.6,4478125.5,NO,POINT (-3.7027584602993335 40.451654273078944)
563,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    JAEN                                              ,26,440581.6,4477974.5,NO,POINT (-3.700716053346352 40.450306314312805)
564,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ORENSE                                            ,10,441091.6,4477785.5,NO,POINT (-3.694684556567269 40.448640018740306)
565,APART-HOTEL,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    NAVARRA                                           ,24,440216.62,4478356.5,NO,POINT (-3.7050558888732463 40.453721358901035)
566,HOSTAL,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALMANSA                                           ,6,440283.6,4477807.5,NO,POINT (-3.704214386475405 40.44878055347478)
567,VIVIENDA TURISTICA,NO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    SAN RAIMUNDO                                      ,22,440173.62,4478158.5,NO,POINT (-3.7055443170038806 40.451934599405924)
568,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    ISAAC PERAL                                       ,58,439063.62,4477084.5,NO,POINT (-3.718530754316636 40.44217894865076)
569,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    GARCIA DE PAREDES                                 ,21,440601.6,4476483.5,NO,POINT (-3.7003407934793966 40.43687616613897)
570,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ARAPILES            ,2,CHAMBERI            ,7,CALLE                    CEA BERMUDEZ                                      ,17,439858.6,4476684.5,NO,POINT (-3.709119576294074 40.438633460550626)
571,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    CRISTOBAL BORDIU                                  ,30,440565.6,4477116.5,NO,POINT (-3.700824437834981 40.44257593723589)
572,HOTEL,SI,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    LUCHANA                                           ,22,440616.6,4475754.5,SI,POINT (-3.700095832556658 40.43031007597863)
573,HOTEL,SI,ARAPILES            ,2,CHAMBERI            ,7,PLAZA                    CONDE DEL VALLE DE SUCHIL                         ,5,439966.6,4475822.5,SI,POINT (-3.707764826082499 40.43087599316721)
574,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,31,439374.38,4476164.0,NO,POINT (-3.714778875286545 40.43390941794755)
576,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    MARQUES DEL RISCAL                                ,14,441446.6,4475764.5,NO,POINT (-3.690312213716807 40.430458999722404)
577,HOTEL,SI,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,79,441227.6,4476671.5,SI,POINT (-3.6929778024893727 40.4386142320813)
578,HOTEL,SI,ALMAGRO             ,4,CHAMBERI            ,7,PASEO                    CASTELLANA                                        ,49,441478.6,4476397.5,SI,POINT (-3.6899932631282595 40.4361636142283)
579,HOSTAL,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    BLASCO DE GARAY                                   ,61,439666.6,4476534.5,NO,POINT (-3.711369015804935 40.43726828918696)
580,HOSTAL,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    ALONSO CANO                                       ,60,440863.6,4477144.5,NO,POINT (-3.6973134062619937 40.44284942165855)
581,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    FRANCISCO DE ROJAS                                ,3,440646.6,4475614.5,NO,POINT (-3.69972910309832 40.42905103289446)
582,HOTEL,SI,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    MIGUEL ANGEL                                      ,31,441357.6,4476559.5,SI,POINT (-3.6914347586109995 40.4376144620327)
583,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    LUCHANA                                           ,27,440695.6,4475889.5,NO,POINT (-3.6991771296262157 40.4315318537795)
584,PENSION,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    ROBLEDILLO                                        ,6,440787.0,4477213.0,NO,POINT (-3.698222965124539 40.443461048245354)
585,APART-HOTEL,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    AGUSTIN DE BETANCOURT                             ,23,441038.6,4477419.5,NO,POINT (-3.695275544523359 40.44533917216987)
586,CASA DE HUESPEDES,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,24,439404.6,4476029.5,NO,POINT (-3.714409782909608 40.43269998709104)
587,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,AVENIDA                  VALLE                                             ,9,439317.62,4477230.5,NO,POINT (-3.7155498842667454 40.443512752114074)
588,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    POETA ANGELA FIGUERA                              ,19,439241.62,4477378.5,NO,POINT (-3.716460145097818 40.444840445536016)
589,VIVIENDA TURISTICA,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    HARTZENBUSCH                                      ,5,440422.4,4475759.0,NO,POINT (-3.7023855967330093 40.430336727578386)
590,HOTEL,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    ZURBANO                                           ,81,441232.6,4476737.5,NO,POINT (-3.6929249566693767 40.43920914362576)
591,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    OLIVOS                                            ,13,439115.62,4477320.5,NO,POINT (-3.7179402616836343 40.44430874080278)
592,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,AVENIDA                  MONCLOA                                           ,3,439323.62,4477493.5,NO,POINT (-3.7155042618601986 40.445882400398716)
593,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    FERNANDEZ DE LOS RIOS                             ,93,439155.62,4476310.5,NO,POINT (-3.7173719002467873 40.43521317646036)
594,HOTEL,SI,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    JUAN DE AUSTRIA                                   ,5,440686.6,4475947.5,SI,POINT (-3.6992886412505106 40.43205370251895)
595,HOTEL,SI,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    COVARRUBIAS                                       ,4,440872.6,4475540.5,SI,POINT (-3.6970580484982722 40.42840050085158)
596,VIVIENDA TURISTICA,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    PALAFOX                                           ,9,440525.6,4475817.5,NO,POINT (-3.7011744882248143 40.43087110722414)
597,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    ISAAC PERAL                                       ,6,439095.62,4476360.5,NO,POINT (-3.7180840558991655 40.435659205513765)
598,APART-HOTEL,NO,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    AMADOR DE LOS RIOS                                ,3,441347.6,4475388.5,NO,POINT (-3.6914445972841454 40.42706483808235)
599,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    MAESTRO ANGEL LLORCA                              ,11,439427.62,4477295.5,NO,POINT (-3.714259088433251 40.44410631967725)
600,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    PALAFOX                                           ,23,440492.6,4475925.5,NO,POINT (-3.701573625689365 40.43184165994677)
601,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    OLIVOS                                            ,23,438973.62,4477316.5,NO,POINT (-3.719614196775963 40.44426229650553)
602,HOTEL,SI,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    JOSE ABASCAL                                      ,47,441042.6,4476647.5,SI,POINT (-3.695156734677812 40.438384933693)
605,HOTEL,SI,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    SANTA ENGRACIA                                    ,5,440939.6,4475568.5,SI,POINT (-3.69627083636027 40.42865749736921)
606,HOSTAL,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    HILARION ESLAVA                                   ,16,439216.62,4476165.5,NO,POINT (-3.716638878639032 40.433911416232945)
607,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    FERNANDEZ DE LOS RIOS                             ,93,439143.62,4476310.5,NO,POINT (-3.717513373009601 40.435212298477914)
608,CASA DE HUESPEDES,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    GUZMAN EL BUENO                                   ,67,439508.6,4476402.5,NO,POINT (-3.713219233559751 40.43606769981122)
609,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,GLORIETA                 PRESIDENTE GARCIA MORENO                          ,2,439360.62,4477458.5,NO,POINT (-3.7150646435324406 40.445569805826864)
610,VIVIENDA TURISTICA,NO,RIOS ROSAS          ,5,CHAMBERI            ,7,CALLE                    DON ALVARO DE BAZAN                               ,1,440577.6,4477312.5,NO,POINT (-3.7007012836989945 40.44434244824678)
611,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    MELQUIADES ALVAREZ                                ,21,439771.6,4477113.5,NO,POINT (-3.7101859761512377 40.442491776843035)
612,HOTEL,SI,ARAPILES            ,2,CHAMBERI            ,7,CALLE                    VALLEHERMOSO                                      ,65,439901.6,4476527.5,SI,POINT (-3.708597756259325 40.43722224596834)
613,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,CALLE                    GENERAL AMPUDIA                                   ,7,439341.62,4477203.5,NO,POINT (-3.7152643256096187 40.44327127640531)
614,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    CARACAS                                           ,17,441070.6,4475804.5,NO,POINT (-3.6947484460278557 40.430792786127505)
615,HOTEL,SI,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    ALMAGRO                                           ,10,441098.6,4475566.5,SI,POINT (-3.6943963098592785 40.428650753718735)
616,VIVIENDA TURISTICA,NO,GAZTAMBIDE          ,1,CHAMBERI            ,7,CALLE                    ANDRES MELLADO                                    ,31,439388.88,4476159.0,NO,POINT (-3.7146074553820294 40.43386543263394)
617,HOTEL,SI,ALMAGRO             ,4,CHAMBERI            ,7,CALLE                    AMADOR DE LOS RIOS                                ,3,441347.6,4475388.5,SI,POINT (-3.6914445972841454 40.42706483808235)
618,APART-HOTEL,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    JOSE ABASCAL                                      ,8,440549.6,4476647.5,NO,POINT (-3.700969203343336 40.438349835290325)
619,COLEGIO MAYOR/RESIDENCIA DE ESTUDIANTE,NO,VALLEHERMOSO        ,6,CHAMBERI            ,7,PASEO                    SAN FRANCISCO DE SALES                            ,13,439258.62,4476889.5,NO,POINT (-3.716212940459362 40.44043657702371)
620,CASA DE HUESPEDES,NO,TRAFALGAR           ,3,CHAMBERI            ,7,CALLE                    FEIJOO                                            ,7,440360.6,4476267.5,NO,POINT (-3.7031618459062656 40.434913094575045)
