nombre_equip,tipo_equip,id_equip,barrio,id_barrio,distrito,id_distrito,direccion,num,CP,coordenada_x,coordenada_y,latitud,longitud
Cines Golem,CINE,161,ARGUELLES,92,MONCLOA-ARAVACA,9,CALLE MARTIN DE LOS HEROS,14,28008,439458,4475141,40.4247034,-3.713695437
Cine Renoir Plaza de Espai±a,CINE,162,ARGUELLES,92,MONCLOA-ARAVACA,9,CALLE MARTIN DE LOS HEROS,12,28008,439481,4475105,40.42437831,-3.7134211
Gran Teatro CaixaBank  Pri­ncipe Pi­o,TEATRO,163,CASA DE CAMPO,91,MONCLOA-ARAVACA,9,CUESTA SAN VICENTE,44,28008,438998,4474671,40.42043338,-3.719072832
Ri©plika Teatro,TEATRO,164,CIUDAD UNIVERSITARIA,93,MONCLOA-ARAVACA,9,CALLE EXPLANADA,14,28040,439637,4477750,40.44821881,-3.711824678
Tablao flamenco Las Tablas,TABLAO,165,ARGUELLES,92,MONCLOA-ARAVACA,9,PLAZA ESPAÃA,9,28008,439458,4474840,40.42198032,-3.713678674
Teatro Sanpol,TEATRO,166,CASA DE CAMPO,91,MONCLOA-ARAVACA,9,CALLE SAN POL DE MAR,1,28008,438363,4475066,40.42394491,-3.726595735
Teatro Auditorio Casa de Campo,TEATRO,167,CASA DE CAMPO,91,MONCLOA-ARAVACA,9,AVENIDA PRINCIPAL,9,28011,437121,4473927,40.4135931,-3.741116125
Cine Cinesa Pri­ncipe Pi­o 3D,CINE,168,CASA DE CAMPO,91,MONCLOA-ARAVACA,9,PASEO FLORIDA,0,28008,438838,4474711,40.42078197,-3.720962568
Cines Renoir Princesa,CINE,169,ARGUELLES,92,MONCLOA-ARAVACA,9,CALLE PRINCESA,3,28008,439529,4475145,40.42473306,-3.712870796
Quiosco de Miºsica Templete Cantaor Josi© Menese,USO POLIVALENTE,170,PUERTA DEL ANGEL,102,LATINA,10,PLAZA HUARTE DE SAN JUAN,1,28011,438428,4473844,40.41294143,-3.725711256
Auditorio al aire libre. Parque Aluche,AUDITORIO,171,ALUCHE,104,LATINA,10,CALLE ILLESCAS,149,28047,435554,4471619,40.39268021,-3.759357296
Auditorio al aire libre. Parque de las Cruces,AUDITORIO,172,LAS AGUILAS,107,LATINA,10,AVENIDA POBLADOS,68,28044,435534,4470597,40.38347208,-3.759489505
Auditorio al aire libre. Parque Cerro Almodi³var,AUDITORIO,173,ALUCHE,104,LATINA,10,CALLE MARCELINO CASTILLO,29,28047,436800,4471778,40.39420803,-3.744692836
Espacio Gallinero,TEATRO,174,ALUCHE,104,LATINA,10,CALLE LUIS FEITO,24,28047,436794,4471519,40.3918802,-3.744734123
La Sala Live,SALA CONCIERTOS,175,VISTA ALEGRE,115,CARABANCHEL,11,AVENIDA NUESTRA SEÃORA DE FATIMA,42,28047,436558,4470591,40.38348754,-3.747437578
Sala Gruta 77,SALA CONCIERTOS,176,SAN ISIDRO,113,CARABANCHEL,11,CALLE CUCLILLO,6,28019,437924,4471401,40.39094149,-3.731401607
Teatro Tarambana,TEATRO,177,VISTA ALEGRE,114,CARABANCHEL,11,CALLE DOLORES ARMENGOT,31,28025,437027,4471052,40.38580302,-3.743221818
Teatro. Arte &amp; Desmayo,TEATRO,178,COMILLAS,111,CARABANCHEL,11,CALLE BALEARES,14,28019,439442,4471824,40.39481871,-3.713568561
Teatro Centro del Actor,TEATRO,179,VISTA ALEGRE,114,CARABANCHEL,11,CALLE DOLORES ARMENGOT,22,28025,436934,4470851,40.38586749,-3.74302095
Yelmo Cines Islazul,CINE,180,BUENAVISTA,116,CARABANCHEL,11,CALLE CALDERILLA,1,28054,437347,4468555,40.36520608,-3.737931016
Auditorio al aire libre. Parque Lineal del Manzanares,AUDITORIO,181,SAN FERMIN,123,USERA,12,CAMINO PERALES,48,28041,441308,4470116,40.37956571,-3.69142524
Auditorio al aire libre. Parque de Pradolongo,AUDITORIO,182,PRADOLONGO,127,USERA,12,AVENIDA POBLADOS,169,28041,439998,4469285,40.37198632,-3.706778459
Sala Olvido,SALA CONCIERTOS,183,MOSCARDO,125,USERA,12,CALLE OLVIDO,15,28026,440347,4470923,40.38676778,-3.702812178
Auditorio al aire libre. Plaza de Ermua,AUDITORIO,184,ORCASITAS,121,USERA,12,CALLE GUETARIA,56,28041,439227,4469272,40.37181328,-3.715870131
Auditorio al aire libre. Parque de Olof Palme,AUDITORIO,185,ZOFIO,126,USERA,12,CALLE CERECINOS,1,28026,439527,4470701,40.38470834,-3.712460441
Sala Teatro Exli­mite,TEATRO,186,PRADOLONGO,127,USERA,12,CALLE PRIMITIVA GAÃAN,5,28026,439817,4470244,40.38061718,-3.708997657
Tablao Flamenco La Estacion de los Porches,TABLAO,187,ENTREVIAS,131,PUENTE DE VALLECAS,13,CALLE TIMOTEO PEREZ RUBIO,2,28053,442946,4471043,40.3880347,-3.672208524
Auditorio al aire libre. Parque Amis Acero,AUDITORIO,188,SAN DIEGO,132,PUENTE DE VALLECAS,13,CALLE SIERRA DE ALQUIFE,20,28053,443462,4471081,40.38840793,-3.666137181
Auditorio al aire libre. Entrevi­as,AUDITORIO,189,ENTREVIAS,131,PUENTE DE VALLECAS,13,RONDA SUR,13,28053,443009,4469412,40.37302469,-3.671950236
Auditorio al aire libre. Centro Cultural el Pozo,AUDITORIO,190,ENTREVIAS,131,PUENTE DE VALLECAS,13,CALLE ANDALUCES DEL POZO,1,28053,443905,4469263,40.37206023,-3.660758002
Auditorio al aire libre. Carlos Jimi©nez de Parga,AUDITORIO,191,PALOMERAS SURESTE,134,PUENTE DE VALLECAS,13,AVENIDA RAFAEL ALBERTI,13,28038,445830,4471232,40.38992558,-3.638251653
Auditorio al aire libre. Parque de la Cui±a Verde,AUDITORIO,192,MARROQUINA,143,MORATALAZ,14,CALLE JOSE BERGAMIN,62,28030,446334,4473592,40.41122222,-3.632506066
Sala Silikona,SALA CONCIERTOS,193,MEDIA LEGUA,144,MORATALAZ,14,PLAZA ENCUENTRO,1,28030,444675,4473006,40.4058362,-3.652007794
Auditorio al aire libre. Pavones,AUDITORIO,194,VINATEROS,146,MORATALAZ,14,CALLE HACIENDA DE PAVONES,209,28030,445938,4472508,40.40142761,-3.637087566
Oden Multicines Alcali¡ Norte,CINE,195,PUEBLO NUEVO,152,CIUDAD LINEAL,15,CALLE ALCALA,414,28027,445843,4476510,40.43744691,-3.638523962
Cafe Teatro Serendipia,TEATRO,196,QUINTANA,153,CIUDAD LINEAL,15,CALLE GERMAN PEREZ CARRASCO,21,28027,445222,4476261,40.43519,-3.645847907
Auditorio al aire libre. Parque del Calero,AUDITORIO,197,CONCEPCION,154,CIUDAD LINEAL,15,CALLE JOSE DEL HIERRO,3,28027,444836,4476387,40.43629956,-3.650409615
Auditorio Carmen Laforet (Ciudad Lineal),AUDITORIO,198,COSTILLARES,159,CIUDAD LINEAL,15,CALLE JAZMIN,46,28033,443568,4481205,40.47960826,-3.665799021
Auditorio al aire libre. Pilar Garci­a Pei±a (Parque Pinar del Rey),AUDITORIO,199,CANILLAS,163,HORTALEZA,16,CARRETERA CANILLAS,1,28043,444354,4479394,40.46335597,-3.65636756
Centro Comercial Dreams - Palacio Municipal de Hielo,CINE,200,CANILLAS,163,HORTALEZA,16,CALLE SILVANO,77,28043,446103,4479332,40.46291274,-3.635733712
Cine Cinesa Manoteras,CINE,201,VALDEFUENTES,166,HORTALEZA,16,AVENIDA MANOTERAS,40,28050,443605,4481918,40.48604287,-3.665414237
Cine mk2 Palacio de Hielo,CINE,202,CANILLAS,163,HORTALEZA,16,CALLE SILVANO,77,28043,446080,4479321,40.46280315,-3.636003964
Auditorio Municipal el Espinillo,AUDITORIO,203,LOS ROSALES,174,VILLAVERDE,17,CALLE TERTULIA,5,28041,441288,4468354,40.36180967,-3.692774853
Auditorio Municipal al aire libre Lola Camarena,AUDITORIO,204,ENSANCHE DE VALLECAS,183,VILLA DE VALLECAS,18,AVENIDA LA GAVIA,13,28051,448205,4469500,40.37447622,-3.610129155
Auditorio Municipal Las Trece Rosas,AUDITORIO,205,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,CALLE MONTE DE MONTJUICH,7,28031,447581,4470145,40.38024518,-3.61753242
Teatro Municipal de Vallecas,TEATRO,206,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,CALLE PASO DE VILLAMANRIQUE,3,28031,447122,4469857,40.37762362,-3.622909577
Cine Cinesa La Gavia 3D,CINE,207,CASCO H.VALLECAS,181,VILLA DE VALLECAS,18,CALLE ADOLFO BIOY CASARES,2,28051,449271,4468741,40.36770152,-3.597512351
Auditorio Parque de la Cui±a Verde de Vici¡lvaro,AUDITORIO,208,AMBROZ,191,VICALVARO,19,CALLE CASALARREINA,26,28032,447938,4473364,40.40926647,-3.613590118
Recinto Ferial Vici¡lvaro,USO POLIVALENTE,209,CASCO H.VICALVARO,191,VICALVARO,19,PASEO POLIDEPORTIVO,142,28032,449367,4473005,40.40612044,-3.596732369
Cine Cinesa Las Rosas,CINE,210,ARCOS,204,SAN BLAS-CANILLEJAS,20,AVENIDA GUADALAJARA,2,28032,447189,4474396,40.41850711,-3.622514534
Yelmo Cines Plenilunio,CINE,211,REJAS,206,SAN BLAS-CANILLEJAS,20,CALLE ARACNE,1,28022,450134,4477616,40.44721406,-3.587360094
Auditorio al aire libre. Parque de Canillejas,AUDITORIO,212,CANILLEJAS,207,SAN BLAS-CANILLEJAS,20,CALLE NECTAR,32,28022,448169,4477063,40.44260378,-3.611169306
Centro Cultural Auditorio Parque El Parai­so (San Blas - Canillejas),AUDITORIO,213,HELLIN,202,SAN BLAS-CANILLEJAS,20,AVENIDA ARCENTALES,4,28037,447225,4475668,40.42996841,-3.622184001
