NMT;anio;mes;dia;tipo;LAEQ;DIRECCION;X (ETRS89);Y (ETRS89)
25;2021;2;2;T;66.8;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;2;2;D;62.5;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;2;E;58.4;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;2;N;53.2;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;2;T;60.3;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;2;2;D;56.2;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;2;E;55.6;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;2;N;48.6;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;2;T;54.7;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;2;2;D;69.3;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;2;E;65.9;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;2;N;58.8;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;2;T;67.1;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
29;2021;2;2;D;59.8;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;2;E;56.8;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;2;N;48.5;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;2;T;57.6;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
30;2021;2;2;D;59.7;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;2;E;56.8;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;2;N;52.5;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;2;T;57.8;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
31;2021;2;2;D;63.4;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;2;E;61.5;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;2;N;48.2;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;2;T;61.3;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
47;2021;2;2;D;58.9;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;2;E;53.7;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;2;N;49.8;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;2;T;56.6;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
48;2021;2;2;D;60.7;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;2;E;60;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;2;N;55;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;2;T;59.4;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
50;2021;2;2;D;66.6;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;2;E;65.1;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;2;N;56.9;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;2;T;64.7;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
54;2021;2;2;D;62.3;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;2;E;60.3;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;2;N;50;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;2;T;60.3;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
55;2021;2;2;D;55.1;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;2;E;59.8;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;2;N;45.3;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;2;T;55.2;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
1;2021;2;3;D;68.3;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;3;E;68.3;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;3;N;59.5;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;3;T;66.8;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
2;2021;2;3;D;68.8;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;3;E;70.5;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;3;N;62;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;3;T;67.9;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
3;2021;2;3;D;62;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;3;E;58.3;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;3;N;56;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;3;T;60;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
5;2021;2;3;D;61.6;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;3;E;60.2;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;3;N;51;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;3;T;59.7;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
6;2021;2;3;D;69.9;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;3;E;68.9;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;3;N;59;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;3;T;68.1;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
8;2021;2;3;D;65.8;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;3;E;64.7;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;3;N;57.6;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;3;T;64.2;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
10;2021;2;3;D;66.8;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;3;E;63.5;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;3;N;55.7;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;3;T;64.6;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
11;2021;2;3;D;69.2;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;3;E;66.9;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;3;N;56.7;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;3;T;67.1;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
12;2021;2;3;D;62.5;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;3;E;61;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;3;N;53.7;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;3;T;60.8;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
13;2021;2;3;D;60.3;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;3;E;55.9;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;3;N;47.9;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;3;T;57.9;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
14;2021;2;3;D;65.1;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;3;E;63.8;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;3;N;57.5;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;3;T;63.4;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
16;2021;2;3;D;62.8;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;3;E;60.7;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;3;N;52.9;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;3;T;60.9;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
17;2021;2;3;D;56.7;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;3;E;61.6;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;3;N;48;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;3;T;56.9;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
18;2021;2;3;D;59.3;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;3;E;58;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;3;N;49.2;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;3;T;57.5;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
19;2021;2;3;D;59.9;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;3;E;61.8;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;3;N;49.5;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;3;T;58.9;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
20;2021;2;3;D;60.1;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;3;E;62.4;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;3;N;50.4;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;3;T;59.3;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
24;2021;2;3;D;48.2;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;3;E;45.8;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;3;N;41.3;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;3;T;46.4;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
25;2021;2;3;D;68.7;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;3;E;67.1;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;3;N;61.4;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;3;T;67;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;2;3;D;61.9;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;3;E;58;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;3;N;53.9;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;3;T;59.9;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;2;3;D;56.5;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;3;E;54.9;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;3;N;48.7;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;3;T;54.8;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;2;3;D;69.4;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;3;E;67.8;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;3;N;58.4;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;3;T;67.6;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
29;2021;2;3;D;58.7;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;3;E;57.2;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;3;N;49.1;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;3;T;56.8;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
30;2021;2;3;D;59.8;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;3;E;56.5;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;3;N;53.5;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
30;2021;2;3;T;58;Campo de las Naciones Frente al nº 27 de la Calle Ribera del Sena;447744;4479078
31;2021;2;3;D;63.4;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;3;E;61.6;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;3;N;47.9;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
31;2021;2;3;T;61.3;Sanchinarro Junto al nº 14 de la Calle María Tudor;444027;4482821
47;2021;2;3;D;57.8;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;3;E;53.4;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;3;N;47.5;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
47;2021;2;3;T;55.6;Méndez Álvaro Frente al nº 13 de la Calle Juan de Mariana;441715;4472170
48;2021;2;3;D;61;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;3;E;59.9;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;3;N;53.6;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
48;2021;2;3;T;59.4;Castellana Jardín de Las Bellas Artes, a la altura del nº2 de la Calle José Gutierrez Abascal;441450;4476811
50;2021;2;3;D;67.5;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;3;E;65.4;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;3;N;56.5;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
50;2021;2;3;T;65.5;Plaza de Castilla Frente al nº 9 de la Plaza Castilla;441610;4479662
54;2021;2;3;D;62;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;3;E;60.6;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;3;N;50.3;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
54;2021;2;3;T;60.1;Ensanche de Vallecas Esquina entre la Avenida de la Gavia y la Avenida de las Suertes;448033;4469339
55;2021;2;3;D;56.7;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;3;E;52;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;3;N;51.2;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
55;2021;2;3;T;54.8;Embajada II Frente al nº 13 de la Calle Riaño;450779;4479239
1;2021;2;4;D;67.9;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;4;E;66.7;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;4;N;61;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
1;2021;2;4;T;66.3;Paseo de Recoletos Frente al nº 23 del Paseo de Recoletos;441303;4474895
2;2021;2;4;D;69.6;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;4;E;67.5;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;4;N;62;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
2;2021;2;4;T;67.8;Glorieta de Carlos V Plaza del Emperador Carlos V, junto al nº 1 del Paseo de la Infanta Isabel;441328;4473396
3;2021;2;4;D;63;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;4;E;59.8;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;4;N;54.5;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
3;2021;2;4;T;61;Plaza del Carmen Plaza del Carmen, frente al nº 3 de la Calle de la Salud;440346;4474524
5;2021;2;4;D;61.2;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;4;E;59.6;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;4;N;49.7;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
5;2021;2;4;T;59.3;Barrio del Pilar Parque de La Vaguada, junto nº 42 de Avenida Monforte de Lemos;439689;4481082
6;2021;2;4;D;69.6;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;4;E;68.5;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;4;N;59.2;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
6;2021;2;4;T;67.8;Gregorio Marañón Frente al nº 51 del Paseo de la Castellana;441413;4476554
8;2021;2;4;D;66;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;4;E;64.5;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;4;N;57.5;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
8;2021;2;4;T;64.3;Escuelas Aguirre Junto al nº 62 de la Calle Alcalá (dentro del recinto de la Casa Árabe);442117;4474771
10;2021;2;4;D;65.7;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;4;E;64.4;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;4;N;60.5;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
10;2021;2;4;T;64.3;Cuatro Caminos Frente al nº 18 de la Avenida Pablo Iglesias;440033;4477450
11;2021;2;4;D;68.9;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;4;E;66.8;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;4;N;57;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
11;2021;2;4;T;66.9;Ramón y Cajal Parque de Berlín, junto al nº 210 de la Calle Príncipe de Vergara;442564;4478089
12;2021;2;4;D;62.5;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;4;E;61.6;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;4;N;54.4;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
12;2021;2;4;T;60.8;Manuel Becerra Junto a la entrada del Parque María Eva Duarte De Perón, en la Plaza de Manuel Becerra;443289;4475567
13;2021;2;4;D;56.4;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;4;E;57.5;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;4;N;47.3;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
13;2021;2;4;T;55.2;Puente de Vallecas Frente al nº 26 de la Calle del Río San Lorenzo;444702;4471043
14;2021;2;4;D;66.3;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;4;E;65.2;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;4;N;58.4;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
14;2021;2;4;T;64.6;Plaza Elíptica Frente al nº 4 de la Avenida de Oporto;438992;4470742
16;2021;2;4;D;62.8;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;4;E;62;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;4;N;53.3;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
16;2021;2;4;T;61.1;Arturo Soria Frente al nº 2 de la Calle del Vizconde de los Asilos;445786;4476796
17;2021;2;4;D;56;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;4;E;57.9;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;4;N;46;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
17;2021;2;4;T;55;Villaverde Frente al nº 61 de la Calle de Palomares;439421;4466532
18;2021;2;4;D;57.8;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;4;E;57;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;4;N;49.1;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
18;2021;2;4;T;56.1;Farolillo Frente al nº1 de la Calle Farolillo;437892;4471833
19;2021;2;4;D;61.1;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;4;E;58.4;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;4;N;49.5;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
19;2021;2;4;T;59;Alto de Extremadura Frente al nº 4 de la Calle Hilario Sangrador;437050;4473292
20;2021;2;4;D;61;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;4;E;59.8;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;4;N;50.2;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
20;2021;2;4;T;59.2;Avenida de Moratalaz Junto al lateral del nº 109 de la Calle Camino de los Viñateros;445246;4473237
24;2021;2;4;D;47.3;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;4;E;46;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;4;N;40.5;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
24;2021;2;4;T;45.6;Casa de Campo Mirador junto a la Estación Teleférico Terminal;436599;4474572
25;2021;2;4;D;68.7;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;4;E;67.3;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;4;N;61.2;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
25;2021;2;4;T;67.1;Santa Eugenia Parque junto al nº 1 de la Calle Poza de la Sal;448853;4470004
26;2021;2;4;D;66.3;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;4;E;60.5;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;4;N;53.9;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
26;2021;2;4;T;63.8;Embajada Parque junto al nº 2 de la Calle Soto Hidalgo;450804;4478900
27;2021;2;4;D;57;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;4;E;57;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;4;N;48.9;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
27;2021;2;4;T;55.6;Barajas Pueblo Frente al nº 21 de la Calle Júpiter;450835;4480854
28;2021;2;4;D;68.9;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;4;E;65.6;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;4;N;59;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
28;2021;2;4;T;66.7;Cuatro Vientos Esquina de la Avenida de la Aviación con Calle Navalmoral de la Mata;433969;4469692
29;2021;2;4;D;58;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;4;E;56.7;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;4;N;49.4;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
29;2021;2;4;T;56.3;El Pardo Parque del Concejal Miguel Martín Vela;434382;4485549
